# asm_stride_test  n=24 nd=13824 steps=2500 dt=0.01 ms (T=25 ms) stride=1 (Sys2/Sys3 every 0.01 ms) win=16 wstride=50 (span 8 ms) gcut=1e-08 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s1_v4,s2_v0,s2_v1,s2_v2,s2_v3,s2_v4,s3_v0,s3_v1,s3_v2,s3_v3,s3_v4
1824,18.2400,7,4,4,5,4,61,49,44,57,44,60,49,36,46,43
1825,18.2500,7,4,4,5,4,61,49,45,57,44,60,49,36,46,44
1826,18.2600,7,4,4,5,4,61,49,46,57,45,60,49,37,46,44
1827,18.2700,7,4,4,5,4,61,49,45,57,45,60,49,37,46,44
1828,18.2800,7,4,4,5,4,61,49,44,57,45,60,49,36,46,44
1829,18.2900,7,4,4,5,4,61,49,45,57,46,60,49,36,46,44
1830,18.3000,7,4,4,5,4,61,49,43,57,45,60,49,28,46,44
1831,18.3100,7,4,4,5,4,61,49,45,57,45,60,49,34,46,44
1832,18.3200,7,4,4,5,4,61,49,43,57,45,59,49,37,46,44
1833,18.3300,7,4,4,5,4,61,49,46,57,46,59,49,34,46,44
1834,18.3400,7,4,4,5,4,61,49,45,57,46,59,49,34,47,44
1835,18.3500,7,4,4,5,4,61,49,44,57,46,59,49,34,47,44
1836,18.3600,7,4,4,5,4,61,49,45,57,47,59,49,34,47,44
1837,18.3700,7,4,4,5,4,61,49,45,57,47,59,49,36,47,44
1838,18.3800,7,4,4,5,4,61,49,45,57,47,59,49,35,47,44
1839,18.3900,7,4,4,5,4,61,49,45,57,47,59,49,32,47,44
1840,18.4000,7,4,4,5,4,61,49,45,57,47,59,49,31,47,44
1841,18.4100,7,4,4,5,4,61,49,43,57,47,59,49,33,47,44
1842,18.4200,7,4,4,5,4,61,49,46,57,48,59,49,34,47,44
1843,18.4300,7,4,4,5,4,61,49,43,57,49,59,49,34,47,44
1844,18.4400,7,4,4,5,4,61,49,42,57,47,59,49,36,47,44
1845,18.4500,7,4,4,5,4,61,49,44,57,47,59,49,30,47,45
1846,18.4600,7,4,4,5,4,61,49,43,57,47,59,49,37,47,45
1847,18.4700,7,4,4,5,4,61,49,45,57,47,59,49,39,47,45
1848,18.4800,7,4,4,5,4,61,49,46,57,47,59,49,37,47,45
1849,18.4900,7,4,4,5,4,61,49,45,57,46,59,49,33,47,45
1850,18.5000,7,4,4,4,4,61,49,45,57,45,59,49,34,47,45
1851,18.5100,7,4,4,4,4,61,49,45,43,43,59,49,35,45,44
1852,18.5200,7,4,4,4,4,61,49,43,45,42,59,49,38,46,44
1853,18.5300,7,4,4,4,4,61,49,43,46,39,59,49,34,46,44
1854,18.5400,7,4,4,4,4,61,49,46,48,43,59,49,34,46,44
1855,18.5500,7,4,4,4,4,61,50,44,48,42,59,49,36,46,45
1856,18.5600,7,4,4,4,4,61,50,43,49,43,59,49,37,46,45
1857,18.5700,7,4,4,4,3,61,50,45,49,43,59,49,38,46,45
1858,18.5800,7,4,4,4,3,61,50,43,49,38,59,49,38,47,45
1859,18.5900,7,4,4,4,3,61,50,44,49,43,59,49,38,47,45
1860,18.6000,7,4,4,4,3,61,49,45,50,43,59,49,36,47,46
1861,18.6100,7,4,4,4,3,61,50,45,50,43,59,49,39,47,45
1862,18.6200,7,4,4,4,3,61,50,45,50,43,59,49,33,47,45
1863,18.6300,7,4,4,4,3,61,50,43,50,39,59,49,34,47,46
1864,18.6400,7,4,4,4,3,61,50,44,50,43,59,49,34,47,46
1865,18.6500,7,4,4,4,3,61,50,45,50,43,59,49,18,47,46
1866,18.6600,7,4,4,4,3,61,50,42,50,43,59,49,32,47,46
1867,18.6700,7,4,4,4,3,61,50,43,50,42,59,49,36,47,46
1868,18.6800,7,4,4,4,3,61,50,45,50,43,59,49,34,47,46
1869,18.6900,7,4,4,4,3,61,50,45,50,44,59,49,31,47,46
1870,18.7000,7,4,4,4,3,61,49,46,51,45,59,49,33,47,46
1871,18.7100,7,4,4,4,3,61,50,43,51,45,59,49,34,48,46
1872,18.7200,7,4,4,4,3,61,50,43,51,45,59,49,34,48,46
1873,18.7300,7,4,4,4,3,61,50,44,51,45,59,49,36,48,46
1874,18.7400,7,4,4,4,3,61,50,43,51,45,59,49,40,48,45
1875,18.7500,7,4,4,4,3,61,49,45,51,45,59,49,34,48,45
1876,18.7600,7,4,4,4,3,61,50,45,51,46,59,49,34,48,45
1877,18.7700,7,4,4,4,3,61,49,45,51,46,59,49,34,48,45
1878,18.7800,7,4,4,4,3,61,49,43,51,46,59,49,34,48,45
1879,18.7900,7,4,4,4,4,61,49,45,51,46,59,49,35,48,45
1880,18.8000,7,4,4,4,4,61,49,42,51,41,58,49,39,48,45
1881,18.8100,7,4,4,4,4,61,49,43,51,45,58,49,34,48,45
1882,18.8200,7,4,4,4,4,61,49,44,51,45,58,49,37,48,45
1883,18.8300,7,4,4,4,4,61,49,46,51,41,58,49,36,48,45
1884,18.8400,7,4,4,4,4,61,49,45,51,45,58,49,39,48,45
1885,18.8500,7,4,4,4,4,61,49,43,51,44,58,49,34,48,46
1886,18.8600,7,4,4,4,4,61,49,43,51,40,58,49,34,48,46
1887,18.8700,7,4,4,4,4,61,49,44,51,44,58,49,36,48,46
1888,18.8800,7,4,4,4,4,61,49,43,51,45,58,49,36,48,47
1889,18.8900,7,4,4,4,4,61,49,45,51,45,58,49,36,49,47
1890,18.9000,7,4,4,4,4,61,49,45,51,46,58,49,39,49,47
1891,18.9100,7,4,4,4,4,61,49,44,51,46,58,49,38,49,47
1892,18.9200,7,4,4,4,4,61,50,43,50,45,58,49,38,49,47
1893,18.9300,7,4,4,4,4,61,50,44,50,45,57,49,36,49,47
1894,18.9400,7,4,4,4,4,61,50,45,50,46,57,49,35,49,47
1895,18.9500,7,4,4,4,4,61,50,43,50,46,57,49,36,49,47
1896,18.9600,7,4,4,4,4,61,50,42,50,46,55,49,36,49,47
1897,18.9700,7,4,4,4,4,61,50,45,50,47,53,49,36,49,47
1898,18.9800,7,4,4,4,4,61,50,44,50,48,57,49,36,49,47
1899,18.9900,7,4,4,4,4,61,50,43,50,48,57,49,37,49,47
1900,19.0000,7,4,4,4,4,61,50,44,50,49,57,49,34,49,47
1901,19.0100,7,4,4,4,4,61,49,44,43,43,57,49,36,47,40
1902,19.0200,7,4,4,4,4,61,50,44,44,39,58,49,40,47,40
1903,19.0300,7,4,4,4,4,61,50,44,45,43,58,49,35,47,40
1904,19.0400,7,4,4,4,4,61,50,41,46,42,58,49,35,47,40
1905,19.0500,7,4,4,4,4,61,50,45,46,43,58,49,35,47,40
1906,19.0600,7,4,4,4,4,61,50,45,45,44,58,49,34,47,40
1907,19.0700,7,4,4,4,4,61,50,44,48,44,58,49,35,47,40
1908,19.0800,7,4,4,4,4,61,50,45,48,44,58,49,35,47,40
1909,19.0900,7,4,4,4,4,61,50,43,49,39,58,49,35,47,40
1910,19.1000,7,4,4,4,4,61,50,44,49,44,58,49,19,47,36
1911,19.1100,7,4,4,4,4,61,50,43,49,44,58,49,34,47,40
1912,19.1200,7,4,3,4,4,61,50,44,50,44,58,49,35,47,41
1913,19.1300,7,4,3,4,4,61,50,44,50,45,59,49,35,47,42
1914,19.1400,7,4,4,4,4,61,50,44,50,45,59,49,35,47,43
1915,19.1500,7,4,4,4,4,61,50,46,50,45,59,49,38,47,43
1916,19.1600,7,4,4,4,4,61,50,43,50,45,59,49,35,47,43
1917,19.1700,7,4,4,4,4,61,50,42,51,44,59,48,37,48,43
1918,19.1800,7,4,4,4,4,61,50,42,51,43,59,48,33,48,43
1919,19.1900,7,4,4,4,4,61,50,43,51,43,59,48,34,48,43
1920,19.2000,7,4,4,5,4,61,50,43,51,43,59,48,35,49,43
1921,19.2100,7,4,4,5,4,61,50,45,51,43,59,48,35,49,43
1922,19.2200,7,4,4,5,4,61,50,44,51,43,59,48,39,49,43
1923,19.2300,7,4,4,5,4,61,50,43,51,45,59,48,37,49,43
1924,19.2400,7,4,4,5,4,61,50,43,51,45,59,48,36,49,43
1925,19.2500,7,4,4,5,4,61,50,42,51,45,59,48,35,49,43
1926,19.2600,7,4,4,5,4,61,50,43,51,45,59,48,35,49,43
1927,19.2700,7,4,3,5,3,61,50,45,51,45,59,48,37,49,43
1928,19.2800,7,4,3,5,3,61,50,45,51,45,59,48,38,49,43
1929,19.2900,7,4,4,5,3,61,50,43,51,45,59,48,39,50,44
1930,19.3000,7,4,4,5,3,61,50,41,50,44,59,48,39,50,44
1931,19.3100,7,4,4,5,3,61,50,44,50,41,59,47,39,50,43
1932,19.3200,7,4,4,5,3,61,50,43,50,45,59,48,35,50,43
1933,19.3300,7,4,4,5,3,61,50,44,50,45,59,48,34,50,43
1934,19.3400,7,4,4,5,3,61,50,44,50,45,59,48,34,50,43
1935,19.3500,7,4,4,5,3,61,50,44,50,45,59,48,27,50,43
1936,19.3600,7,4,4,5,3,61,50,43,50,45,59,48,34,50,43
1937,19.3700,7,4,4,4,3,61,50,45,50,45,59,48,35,50,43
1938,19.3800,7,4,4,4,3,61,50,43,50,45,59,48,35,50,43
1939,19.3900,7,4,3,4,3,61,50,42,50,45,59,48,28,50,44
1940,19.4000,7,4,3,4,3,61,50,44,50,45,59,48,34,50,44
1941,19.4100,7,4,3,4,3,61,50,43,50,45,59,48,35,50,44
1942,19.4200,7,4,3,4,3,61,50,43,50,45,59,48,35,50,44
1943,19.4300,7,4,3,4,3,61,50,45,50,45,59,48,36,50,45
1944,19.4400,7,4,4,4,3,61,50,44,50,46,59,48,36,50,45
1945,19.4500,7,4,4,4,3,61,50,44,50,46,59,48,35,50,45
1946,19.4600,7,4,4,4,4,61,50,41,50,42,59,48,36,50,45
1947,19.4700,7,4,4,4,4,61,50,43,50,42,59,48,36,50,45
1948,19.4800,7,4,4,4,4,61,50,44,50,46,59,48,36,50,45
1949,19.4900,7,4,4,4,4,61,50,44,49,47,59,48,36,50,45
1950,19.5000,7,4,4,4,4,61,50,45,49,47,59,48,36,50,45
1951,19.5100,7,4,4,4,4,61,50,43,45,45,59,47,40,45,44
1952,19.5200,7,4,4,4,4,61,50,43,46,37,59,47,22,46,44
1953,19.5300,7,4,4,4,4,61,50,44,47,42,59,48,24,46,45
1954,19.5400,7,4,4,4,4,61,50,43,48,41,59,47,38,46,45
1955,19.5500,7,4,4,4,4,61,50,43,48,43,59,46,34,46,45
1956,19.5600,7,4,4,4,4,61,50,43,48,44,59,47,33,46,45
1957,19.5700,7,4,4,4,4,61,50,45,48,44,59,47,34,46,45
1958,19.5800,7,4,4,4,3,61,50,43,48,43,59,47,37,47,45
1959,19.5900,7,4,4,4,3,61,50,42,48,43,59,47,38,47,45
1960,19.6000,7,4,4,4,3,61,50,43,48,40,59,47,38,47,45
1961,19.6100,7,4,3,4,3,61,50,43,48,41,59,46,39,47,45
1962,19.6200,7,4,3,4,3,61,50,44,48,44,59,45,38,47,45
1963,19.6300,7,4,4,4,3,61,50,44,48,40,59,46,36,47,45
1964,19.6400,7,4,4,4,3,61,50,44,48,43,59,46,34,47,45
1965,19.6500,7,4,4,4,3,61,50,42,49,44,59,46,35,47,45
1966,19.6600,7,4,4,4,3,61,50,43,49,45,59,47,34,47,46
1967,19.6700,7,4,4,4,3,61,50,43,49,44,59,47,39,47,46
1968,19.6800,7,4,3,4,3,61,50,44,50,44,59,47,39,47,46
1969,19.6900,7,4,3,4,3,61,50,43,50,44,59,47,36,47,46
1970,19.7000,7,4,3,4,3,61,50,45,50,40,59,47,35,47,46
1971,19.7100,7,4,4,4,3,61,50,45,50,36,59,47,35,47,46
1972,19.7200,7,4,4,4,3,61,50,43,50,43,59,47,36,47,46
1973,19.7300,7,4,4,4,3,61,50,42,50,43,59,47,36,47,46
1974,19.7400,7,4,4,4,3,61,50,44,50,43,59,47,36,47,46
1975,19.7500,7,4,4,4,3,61,50,43,50,44,59,47,36,47,46
1976,19.7600,7,4,4,4,3,61,50,44,50,44,59,47,36,47,46
1977,19.7700,7,4,4,4,3,61,50,37,50,44,59,47,36,47,46
1978,19.7800,7,4,4,4,3,61,50,43,50,44,59,47,36,47,46
1979,19.7900,7,4,4,4,3,61,50,44,50,44,59,47,35,47,46
1980,19.8000,7,4,4,4,3,61,50,45,50,45,59,47,35,47,46
1981,19.8100,7,4,4,4,3,61,50,45,50,46,59,46,35,47,46
1982,19.8200,7,4,4,4,3,61,50,43,49,46,59,46,35,47,46
1983,19.8300,7,4,4,4,3,61,50,41,49,46,59,46,35,47,46
1984,19.8400,7,4,4,4,3,61,50,43,49,46,59,46,34,47,46
1985,19.8500,7,4,4,4,3,61,50,42,50,46,59,46,32,47,46
1986,19.8600,7,4,4,4,3,61,50,44,50,46,59,46,38,48,47
1987,19.8700,7,4,4,4,3,61,50,40,50,46,59,46,37,48,47
1988,19.8800,7,4,4,4,3,61,50,44,50,45,59,45,38,48,47
1989,19.8900,7,4,4,4,3,61,50,43,50,45,59,45,34,48,47
1990,19.9000,7,4,4,4,3,61,50,42,50,45,59,45,23,48,47
1991,19.9100,7,4,4,4,4,61,50,43,50,45,59,46,37,48,47
1992,19.9200,7,4,4,4,4,61,50,43,50,45,59,44,38,48,47
1993,19.9300,7,4,4,4,4,61,50,44,50,45,59,42,40,48,47
1994,19.9400,7,4,4,4,4,61,50,43,50,46,59,43,36,48,47
1995,19.9500,7,4,4,4,4,61,50,44,49,46,59,44,23,48,47
1996,19.9600,7,4,4,4,4,61,50,45,49,46,59,44,35,49,47
1997,19.9700,7,4,4,4,4,61,50,44,49,47,59,44,37,49,47
1998,19.9800,7,4,4,4,4,61,50,41,50,47,59,44,38,49,47
1999,19.9900,7,4,4,4,4,61,50,42,50,48,59,45,38,49,47
2000,20.0000,7,4,4,4,4,61,50,43,50,48,59,45,39,49,47
2001,20.0100,7,4,4,4,4,61,50,43,45,45,59,45,36,47,46
2002,20.0200,7,4,4,4,4,61,50,42,46,48,59,45,37,47,46
2003,20.0300,7,4,4,4,4,61,50,43,47,42,59,45,37,47,46
2004,20.0400,7,4,4,4,4,61,50,42,47,41,59,45,36,47,46
2005,20.0500,7,4,4,4,4,61,50,43,44,42,59,45,36,47,46
2006,20.0600,7,4,4,4,4,61,50,43,48,38,59,45,36,47,46
2007,20.0700,7,4,4,4,4,61,50,43,48,43,59,45,37,47,46
2008,20.0800,7,4,4,4,3,61,50,44,48,45,59,45,36,47,47
2009,20.0900,7,4,4,4,3,61,50,43,48,44,59,45,36,47,47
2010,20.1000,7,4,4,4,3,61,50,44,48,44,59,44,36,47,47
2011,20.1100,7,4,4,4,3,61,50,44,48,45,59,44,36,48,47
2012,20.1200,7,4,4,4,3,61,50,42,48,45,59,44,36,48,47
2013,20.1300,7,4,4,4,3,61,50,43,48,45,59,44,35,48,47
2014,20.1400,7,4,4,4,3,61,50,44,48,45,59,44,34,48,47
2015,20.1500,7,4,4,4,3,61,50,43,48,45,59,44,34,48,47
2016,20.1600,7,4,4,4,3,61,50,43,49,45,59,45,34,48,47
2017,20.1700,7,4,4,4,3,61,50,45,49,46,59,46,34,48,47
2018,20.1800,7,4,4,4,3,61,50,41,50,46,59,46,34,48,47
2019,20.1900,7,4,4,4,3,61,50,41,50,46,59,46,33,49,45
2020,20.2000,7,4,4,4,3,61,50,42,51,46,59,46,33,49,45
2021,20.2100,7,4,4,4,3,61,50,43,51,46,59,44,37,49,44
2022,20.2200,7,4,4,4,3,61,50,45,51,46,59,42,40,49,44
2023,20.2300,7,4,4,4,3,61,50,45,51,45,59,43,35,49,44
2024,20.2400,7,4,4,4,3,61,50,45,51,45,59,42,35,49,44
2025,20.2500,7,4,4,4,3,61,50,45,51,45,59,45,40,49,42
2026,20.2600,7,4,4,4,3,61,50,46,51,46,59,44,33,49,43
2027,20.2700,7,4,4,4,3,61,50,43,51,46,59,44,35,49,43
2028,20.2800,7,4,4,4,3,61,50,42,51,46,59,42,35,49,43
2029,20.2900,7,4,4,4,3,61,50,43,51,46,59,42,35,49,42
2030,20.3000,7,4,4,4,3,61,50,44,50,46,59,42,37,49,42
2031,20.3100,7,4,4,4,3,60,50,44,50,44,59,42,38,49,42
2032,20.3200,7,4,4,4,3,60,50,41,49,43,58,42,39,49,41
2033,20.3300,7,4,4,4,3,60,50,43,49,45,58,42,39,49,41
2034,20.3400,7,4,4,4,3,60,50,41,49,41,58,42,36,49,40
2035,20.3500,7,4,4,4,3,60,50,43,50,45,58,42,36,49,40
2036,20.3600,7,4,4,4,3,60,50,43,50,45,58,42,37,49,39
2037,20.3700,7,4,4,4,3,60,50,44,50,45,58,42,37,49,39
2038,20.3800,7,4,4,4,3,60,50,43,50,44,58,42,37,49,39
2039,20.3900,7,4,4,4,3,60,50,43,50,45,58,42,37,49,39
2040,20.4000,7,4,4,4,3,60,50,0,50,45,58,42,37,49,38
2041,20.4100,7,4,4,4,3,60,50,42,50,45,58,43,35,49,36
2042,20.4200,7,4,4,4,3,60,50,45,50,45,58,43,35,49,39
2043,20.4300,7,4,4,4,4,60,50,43,50,45,58,44,35,49,40
2044,20.4400,7,4,4,4,4,60,50,42,50,44,58,44,35,50,40
2045,20.4500,7,4,4,4,4,60,50,43,50,46,58,44,35,50,40
2046,20.4600,7,4,4,4,4,60,50,44,50,46,58,44,35,50,40
2047,20.4700,7,4,4,4,4,60,50,42,50,47,58,44,35,50,40
2048,20.4800,7,4,4,4,4,60,50,41,49,47,58,44,35,50,40
2049,20.4900,7,4,4,4,4,60,50,45,49,47,58,45,34,50,40
2050,20.5000,7,4,4,4,4,60,50,43,49,47,58,45,33,50,40
2051,20.5100,7,4,4,4,4,60,50,28,46,46,58,45,32,42,40
2052,20.5200,7,4,4,4,4,60,50,45,47,41,58,45,32,42,40
2053,20.5300,7,4,4,4,4,60,50,43,48,43,58,45,31,42,40
2054,20.5400,7,4,4,4,4,60,49,45,49,45,58,45,32,43,40
2055,20.5500,7,4,4,4,4,60,49,43,49,45,58,45,32,43,40
2056,20.5600,7,4,4,4,4,60,49,42,50,45,58,44,37,43,40
2057,20.5700,7,4,4,4,4,60,49,43,50,43,58,42,39,43,40
2058,20.5800,7,4,4,4,4,60,50,45,50,41,58,41,40,43,40
2059,20.5900,7,4,4,4,4,60,50,45,50,46,58,43,38,43,40
2060,20.6000,7,4,4,4,4,60,50,43,50,46,58,41,35,44,40
2061,20.6100,7,4,4,4,4,60,50,44,50,46,58,41,35,44,41
2062,20.6200,7,4,4,4,4,60,50,44,50,45,58,41,35,44,41
2063,20.6300,7,4,4,4,4,60,50,42,50,42,58,42,37,44,41
2064,20.6400,7,4,4,4,4,60,50,44,49,41,58,42,38,44,41
2065,20.6500,7,4,4,4,4,60,50,42,49,46,58,42,38,44,41
2066,20.6600,7,4,4,4,4,60,50,43,49,46,58,42,39,44,41
2067,20.6700,7,4,4,4,4,60,50,44,49,44,58,42,39,44,42
2068,20.6800,7,4,4,4,3,60,50,43,49,45,58,41,36,44,42
2069,20.6900,7,4,4,4,3,60,50,43,50,45,58,41,38,44,42
2070,20.7000,7,4,4,4,3,60,50,45,50,44,58,41,38,44,42
2071,20.7100,7,4,4,4,3,60,50,42,50,44,58,41,37,45,42
2072,20.7200,7,4,4,4,3,60,50,30,50,45,58,41,37,45,42
2073,20.7300,7,4,4,4,3,60,50,44,50,44,58,41,37,45,42
2074,20.7400,7,4,4,4,3,60,49,43,50,45,58,41,36,45,42
2075,20.7500,7,4,4,4,3,60,49,44,50,44,58,41,35,45,42
2076,20.7600,7,4,4,4,3,60,48,44,50,44,58,41,35,45,42
2077,20.7700,7,4,4,4,3,60,46,45,50,44,58,41,35,45,42
2078,20.7800,7,4,4,4,3,60,46,45,50,44,58,41,35,45,42
2079,20.7900,7,4,4,4,3,60,48,44,50,43,58,41,35,45,42
2080,20.8000,7,4,4,4,3,60,49,42,50,39,58,41,34,45,42
2081,20.8100,7,4,4,4,3,60,49,42,50,44,58,41,34,45,42
2082,20.8200,7,4,4,4,3,60,49,45,50,45,58,41,34,45,42
2083,20.8300,7,4,4,4,3,60,49,1,50,45,58,41,34,45,43
2084,20.8400,7,4,4,4,3,60,49,42,50,45,58,42,33,45,43
2085,20.8500,7,4,4,4,3,60,49,44,50,45,58,42,33,45,43
2086,20.8600,7,4,4,4,3,60,49,44,50,45,58,42,31,45,43
2087,20.8700,7,4,4,4,3,60,49,0,50,45,58,42,30,45,43
2088,20.8800,7,4,4,4,3,60,49,45,50,46,58,40,31,45,43
2089,20.8900,7,4,4,4,4,60,49,42,50,46,58,42,31,46,43
2090,20.9000,7,4,4,4,4,60,49,43,49,46,58,42,30,46,43
2091,20.9100,7,4,4,4,4,60,49,44,50,47,58,42,30,46,43
2092,20.9200,7,4,3,4,4,60,49,45,50,47,58,44,41,46,43
2093,20.9300,7,4,3,4,4,60,49,46,50,45,58,45,35,46,43
2094,20.9400,7,4,3,4,4,60,49,45,50,45,58,45,33,46,43
2095,20.9500,7,4,4,4,4,60,49,46,50,45,58,44,37,46,43
2096,20.9600,7,4,4,4,4,60,49,42,50,45,58,44,36,46,43
2097,20.9700,7,4,4,4,4,60,49,37,49,46,58,44,35,46,43
2098,20.9800,7,4,4,4,4,60,49,45,49,46,58,44,36,46,43
2099,20.9900,7,4,4,4,4,60,49,43,49,47,58,44,35,46,43
2100,21.0000,7,4,4,4,4,60,49,45,50,47,58,44,38,46,43
2101,21.0100,7,4,4,4,4,60,49,42,41,41,58,44,38,44,42
2102,21.0200,7,4,4,4,4,60,49,43,41,44,58,44,36,44,43
2103,21.0300,7,4,4,4,4,60,49,43,46,39,58,44,36,44,43
2104,21.0400,7,4,4,4,4,60,49,43,46,43,58,44,36,44,43
2105,21.0500,7,4,4,4,4,60,49,45,47,45,58,43,36,44,43
2106,21.0600,7,4,4,4,4,60,49,42,48,45,58,42,37,44,43
2107,21.0700,7,4,4,4,4,60,49,11,49,45,58,41,37,44,43
2108,21.0800,7,4,4,4,4,60,49,42,49,44,58,41,36,44,43
2109,21.0900,7,4,3,4,4,60,49,45,49,43,58,41,35,44,43
2110,21.1000,7,4,3,4,4,60,49,40,50,43,58,41,34,44,43
2111,21.1100,7,4,3,4,4,60,49,45,50,44,58,41,34,44,43
2112,21.1200,7,4,3,4,4,60,49,46,50,45,58,40,34,44,43
2113,21.1300,7,4,3,4,4,60,49,41,50,45,58,40,34,44,43
2114,21.1400,7,4,3,4,4,60,49,40,50,45,58,40,34,44,43
2115,21.1500,7,4,3,4,4,60,49,44,50,45,58,40,33,45,43
2116,21.1600,7,4,3,4,4,60,49,38,49,45,58,40,32,45,43
2117,21.1700,7,4,3,4,4,60,49,45,50,44,58,40,32,45,43
2118,21.1800,7,4,3,4,4,60,49,0,50,44,58,40,32,45,43
2119,21.1900,7,4,3,4,4,60,49,43,50,45,58,40,31,45,43
2120,21.2000,7,4,3,4,4,60,49,0,50,45,58,40,29,45,43
2121,21.2100,7,4,3,4,4,60,49,42,50,45,58,40,22,45,43
2122,21.2200,7,4,3,4,4,60,49,0,50,46,58,40,10,45,43
2123,21.2300,7,4,3,4,4,60,49,45,50,46,58,40,30,45,43
2124,21.2400,7,4,3,4,4,60,49,45,50,46,58,40,31,45,43
2125,21.2500,7,4,3,4,4,60,49,0,50,46,58,40,31,45,43
2126,21.2600,7,4,3,4,4,60,49,0,50,46,58,40,31,45,43
2127,21.2700,7,4,3,4,4,60,49,43,50,46,58,44,43,45,44
2128,21.2800,7,4,3,4,4,60,49,45,51,45,58,44,44,46,44
2129,21.2900,7,4,3,4,4,60,49,45,51,46,58,44,37,46,44
2130,21.3000,7,4,3,4,4,60,49,45,51,46,58,44,37,46,44
2131,21.3100,7,4,3,4,4,60,49,42,51,46,58,44,37,46,44
2132,21.3200,7,4,3,4,4,60,49,1,51,41,58,44,36,46,44
2133,21.3300,7,4,3,4,4,60,49,44,51,42,58,44,36,47,44
2134,21.3400,7,4,3,4,4,60,49,42,51,45,58,44,37,47,44
2135,21.3500,7,4,3,4,4,60,49,44,51,46,58,44,38,47,44
2136,21.3600,7,4,3,4,4,60,48,44,51,46,58,43,39,47,44
2137,21.3700,7,4,3,4,4,60,48,42,51,43,58,43,39,47,44
2138,21.3800,7,4,3,4,4,60,48,43,51,42,58,43,39,47,44
2139,21.3900,7,4,3,4,4,60,48,39,51,43,58,42,37,47,44
2140,21.4000,7,4,3,4,4,60,48,44,51,47,58,42,37,47,44
2141,21.4100,7,4,3,4,4,60,48,20,51,47,58,42,36,47,44
2142,21.4200,7,4,3,4,4,60,48,45,51,47,58,41,37,47,44
2143,21.4300,7,4,3,4,4,60,48,46,51,46,58,41,37,47,44
2144,21.4400,7,4,3,4,4,60,48,46,51,43,58,40,36,47,44
2145,21.4500,7,4,3,4,4,60,48,40,52,43,58,40,35,47,44
2146,21.4600,7,4,3,4,4,60,48,45,52,47,58,40,34,47,45
2147,21.4700,7,4,3,4,4,60,48,38,51,48,58,40,34,47,45
2148,21.4800,7,4,3,4,4,60,48,33,51,48,58,40,33,47,45
2149,21.4900,7,4,3,4,4,60,48,39,51,48,58,40,32,48,45
2150,21.5000,7,4,3,4,4,60,48,46,51,48,58,40,31,48,45
2151,21.5100,7,4,3,4,4,60,48,37,46,46,58,40,30,40,34
2152,21.5200,7,4,3,4,4,60,48,23,47,48,58,40,27,40,34
2153,21.5300,7,4,3,4,4,60,48,37,48,31,58,40,15,40,36
2154,21.5400,7,4,3,4,4,60,48,46,49,43,58,40,9,40,36
2155,21.5500,7,4,3,4,4,60,48,13,49,41,58,40,14,37,38
2156,21.5600,7,4,3,4,4,60,48,46,49,43,58,40,40,40,39
2157,21.5700,7,4,3,4,4,60,48,0,50,43,58,40,39,40,39
2158,21.5800,7,4,3,4,4,60,48,45,50,43,58,40,39,40,39
2159,21.5900,7,4,3,4,4,60,48,0,50,43,58,40,39,41,39
2160,21.6000,7,4,3,4,4,60,48,0,50,43,58,40,39,41,39
2161,21.6100,7,4,3,4,4,60,48,0,50,41,58,40,39,41,39
2162,21.6200,7,4,3,4,4,60,48,45,50,44,58,40,39,41,39
2163,21.6300,7,4,3,4,4,60,48,43,51,45,58,40,39,41,39
2164,21.6400,7,4,3,4,4,60,48,25,51,45,58,40,39,41,40
2165,21.6500,7,4,3,4,4,60,48,0,51,45,58,40,38,42,40
2166,21.6600,7,4,3,4,4,60,48,0,51,44,58,40,38,42,40
2167,21.6700,7,4,3,4,4,60,48,42,51,44,58,40,38,42,40
2168,21.6800,7,4,3,4,4,60,48,0,51,40,58,40,38,42,40
2169,21.6900,7,4,3,4,4,60,47,46,51,46,58,39,38,42,40
2170,21.7000,7,4,3,4,4,61,47,1,51,47,58,39,38,42,40
2171,21.7100,7,4,3,4,4,61,47,6,51,46,58,39,38,43,40
2172,21.7200,7,4,3,4,4,61,47,43,51,46,58,39,38,43,40
2173,21.7300,7,4,3,4,4,61,47,1,51,47,58,39,37,43,40
2174,21.7400,7,4,3,4,4,61,47,0,51,46,58,39,37,44,40
2175,21.7500,7,4,3,4,4,61,47,0,51,43,58,39,37,44,40
2176,21.7600,7,3,3,4,4,61,47,44,51,45,58,39,37,44,37
2177,21.7700,7,4,3,4,4,61,47,0,52,45,58,39,37,44,37
2178,21.7800,7,3,3,4,4,61,46,44,52,46,58,38,37,44,36
2179,21.7900,7,3,3,4,4,61,46,0,52,46,58,38,37,44,36
2180,21.8000,7,3,3,4,4,61,46,0,52,46,58,38,37,44,36
2181,21.8100,7,3,3,4,4,61,46,0,52,46,58,38,37,44,36
2182,21.8200,7,3,3,4,4,61,46,0,52,46,58,38,36,45,36
2183,21.8300,7,3,3,4,4,61,46,41,52,46,58,38,36,45,36
2184,21.8400,7,3,3,4,4,61,45,0,52,47,58,38,36,45,36
2185,21.8500,7,3,3,4,4,61,45,0,52,46,58,38,36,45,36
