# asm_stride_test  n=24 nd=13824 steps=2500 dt=0.01 ms (T=25 ms) stride=1 (Sys2/Sys3 every 0.01 ms) win=16 wstride=50 (span 8 ms) gcut=1e-08 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s1_v4,s2_v0,s2_v1,s2_v2,s2_v3,s2_v4,s3_v0,s3_v1,s3_v2,s3_v3,s3_v4
359,3.5900,7,5,4,5,4,62,49,44,55,48,60,46,36,48,38
360,3.6000,7,5,4,5,4,62,49,46,56,48,60,46,32,48,36
361,3.6100,7,5,4,5,4,62,49,46,56,48,60,47,37,48,39
362,3.6200,7,5,4,5,4,62,49,44,56,47,60,47,37,49,40
363,3.6300,7,5,4,5,4,62,49,45,57,47,60,47,35,49,39
364,3.6400,7,5,4,5,4,62,49,45,57,47,60,47,35,49,39
365,3.6500,7,5,4,5,4,62,49,45,57,47,60,47,39,49,40
366,3.6600,7,5,4,5,4,62,49,45,57,47,60,47,34,49,39
367,3.6700,7,5,4,5,4,62,49,46,58,48,60,47,34,50,39
368,3.6800,7,5,4,5,4,62,49,46,58,48,60,47,35,50,38
369,3.6900,7,5,4,6,4,62,49,45,58,48,60,47,37,50,38
370,3.7000,7,5,4,6,4,62,49,45,58,48,60,47,38,50,39
371,3.7100,7,5,4,6,4,62,49,47,58,48,60,47,34,50,39
372,3.7200,7,5,4,6,4,62,49,45,58,49,60,47,33,51,39
373,3.7300,7,5,4,6,4,62,49,45,58,49,60,47,32,51,38
374,3.7400,7,5,4,6,4,62,49,45,58,49,60,47,35,51,37
375,3.7500,7,5,4,6,4,62,49,45,58,49,60,47,36,51,37
376,3.7600,7,5,4,6,4,62,49,45,58,49,60,47,37,51,37
377,3.7700,7,5,4,6,4,62,49,46,58,49,60,47,38,51,37
378,3.7800,7,5,4,6,4,62,49,46,59,49,60,47,38,51,37
379,3.7900,7,5,4,6,4,62,49,44,59,49,60,47,38,51,35
380,3.8000,7,5,4,6,4,62,49,46,59,49,60,46,36,51,35
381,3.8100,7,5,4,6,4,62,49,45,59,49,60,47,36,52,37
382,3.8200,7,5,4,6,4,62,49,44,59,49,60,47,39,52,39
383,3.8300,7,5,4,6,4,62,49,43,59,49,60,47,35,52,39
384,3.8400,7,5,4,6,4,62,49,44,59,49,60,47,37,52,39
385,3.8500,7,5,4,6,4,62,49,45,59,49,60,47,26,52,38
386,3.8600,7,5,4,6,4,62,49,45,59,49,60,47,32,52,37
387,3.8700,7,5,4,6,4,62,49,45,59,49,60,47,33,52,37
388,3.8800,7,5,4,6,4,62,49,46,59,49,60,46,36,52,37
389,3.8900,7,5,4,6,4,62,49,44,59,49,60,46,36,52,37
390,3.9000,7,5,4,6,4,62,49,45,59,49,60,46,37,52,37
391,3.9100,7,5,4,6,4,62,49,46,59,49,60,47,38,52,38
392,3.9200,7,5,4,6,4,62,49,45,59,49,60,47,39,52,40
393,3.9300,7,5,4,6,4,62,49,45,59,49,60,46,38,52,40
394,3.9400,7,5,4,6,4,62,49,45,59,49,60,46,34,52,40
395,3.9500,7,5,4,6,4,62,49,45,60,49,60,46,34,52,30
396,3.9600,7,5,4,6,4,62,49,46,60,49,60,46,27,52,39
397,3.9700,7,5,4,6,4,62,49,45,60,49,60,46,35,53,39
398,3.9800,7,5,4,6,4,62,49,45,60,49,60,46,36,53,39
399,3.9900,7,5,4,6,4,62,49,44,60,49,60,46,37,53,39
400,4.0000,7,5,4,4,4,62,49,46,60,49,60,46,37,53,39
401,4.0100,7,5,4,5,4,62,49,44,49,49,60,46,40,40,40
402,4.0200,7,5,4,5,4,62,49,45,50,45,60,46,35,41,34
403,4.0300,7,5,4,5,4,62,49,45,51,45,60,46,35,42,33
404,4.0400,7,5,4,5,4,62,49,45,53,46,60,47,40,45,40
405,4.0500,7,5,4,5,4,62,49,45,54,46,60,47,39,46,40
406,4.0600,7,5,4,5,4,62,49,46,54,47,60,47,34,47,39
407,4.0700,7,5,4,5,4,62,49,45,55,48,60,47,36,47,39
408,4.0800,7,5,4,5,4,62,49,45,55,48,60,47,35,48,37
409,4.0900,7,5,4,5,4,62,49,46,55,48,60,47,35,48,36
410,4.1000,7,5,4,5,4,62,49,46,56,48,60,47,35,48,36
411,4.1100,7,5,4,5,4,62,49,43,56,48,60,47,36,49,37
412,4.1200,7,5,4,5,4,62,49,45,56,48,60,47,35,49,36
413,4.1300,7,5,4,5,4,62,49,45,57,48,60,47,36,49,39
414,4.1400,7,5,4,5,4,62,49,46,57,48,60,47,32,49,38
415,4.1500,7,5,4,5,4,62,49,45,57,48,60,47,33,50,38
416,4.1600,7,5,4,5,4,62,49,46,57,48,60,47,34,50,37
417,4.1700,7,5,4,6,4,62,49,44,57,48,60,47,38,50,39
418,4.1800,7,5,4,6,4,62,48,46,58,48,60,47,34,50,38
419,4.1900,7,5,4,6,4,62,48,46,58,49,60,47,33,50,38
420,4.2000,7,5,4,6,4,62,48,44,58,48,60,47,28,50,37
421,4.2100,7,5,4,6,4,62,48,45,58,48,60,46,39,51,39
422,4.2200,7,5,4,6,4,62,47,46,58,49,60,46,34,51,39
423,4.2300,7,5,4,6,4,62,47,46,58,49,60,46,34,51,39
424,4.2400,7,5,4,6,4,62,47,46,58,49,60,46,36,51,38
425,4.2500,7,5,4,6,4,62,47,46,58,49,60,46,36,51,38
426,4.2600,7,5,4,6,4,62,47,45,58,49,60,46,35,51,38
427,4.2700,7,5,4,6,4,62,47,46,59,49,60,46,33,51,38
428,4.2800,7,5,4,6,4,62,47,45,59,49,60,47,39,51,39
429,4.2900,7,5,4,6,4,62,47,43,59,49,60,47,34,52,39
430,4.3000,7,5,4,6,4,62,48,45,59,49,60,47,32,52,39
431,4.3100,7,5,4,6,4,62,48,45,59,49,60,47,39,52,40
432,4.3200,7,5,4,6,4,62,48,45,59,49,60,47,34,52,40
433,4.3300,7,5,4,6,4,62,48,46,59,49,60,47,32,52,40
434,4.3400,7,5,4,6,4,62,48,46,59,49,60,47,35,52,40
435,4.3500,7,5,4,6,4,62,48,45,59,49,60,47,35,52,40
436,4.3600,7,5,4,6,5,62,49,46,59,49,60,47,38,52,40
437,4.3700,7,5,4,6,5,62,49,45,59,49,60,47,35,52,40
438,4.3800,7,5,4,6,5,62,49,45,59,49,60,47,33,52,39
439,4.3900,7,5,4,6,5,62,49,46,60,49,60,47,34,52,39
440,4.4000,7,5,4,6,5,62,49,45,60,49,60,47,36,52,39
441,4.4100,7,5,4,6,5,62,49,44,60,49,60,47,36,52,39
442,4.4200,7,5,4,6,5,62,49,46,60,49,60,47,37,52,39
443,4.4300,7,5,4,6,5,62,49,46,60,49,60,46,38,52,39
444,4.4400,7,5,4,6,5,62,49,45,60,49,60,46,38,53,39
445,4.4500,7,5,4,6,5,62,49,45,60,49,60,46,39,53,39
446,4.4600,7,5,4,6,5,62,49,43,60,49,60,46,34,53,38
447,4.4700,7,5,4,6,5,62,49,45,60,49,60,46,31,53,38
448,4.4800,7,5,4,6,5,62,49,45,60,49,60,47,39,53,39
449,4.4900,7,5,4,6,5,62,49,45,60,49,60,47,32,53,39
450,4.5000,7,5,4,5,5,62,49,44,60,49,60,47,31,53,39
451,4.5100,7,5,4,5,4,62,49,43,48,48,60,47,40,40,40
452,4.5200,7,5,4,5,4,62,49,45,50,45,60,47,34,42,34
453,4.5300,7,5,4,5,4,62,49,46,51,46,60,47,36,43,36
454,4.5400,7,5,4,5,4,62,49,44,52,46,60,47,39,44,39
455,4.5500,7,5,4,5,4,62,49,46,53,47,60,46,38,45,38
456,4.5600,7,5,4,5,4,62,49,46,54,47,60,46,37,45,26
457,4.5700,7,5,4,5,4,62,49,45,54,47,60,46,35,45,37
458,4.5800,7,5,4,5,4,62,49,46,55,48,60,46,35,46,36
459,4.5900,7,5,4,5,4,62,49,45,55,48,60,46,35,46,35
460,4.6000,7,5,4,5,4,62,49,44,55,47,60,46,36,46,35
461,4.6100,7,5,4,5,4,62,49,46,56,48,60,46,38,46,37
462,4.6200,7,5,4,5,4,62,49,45,56,48,59,47,41,47,41
463,4.6300,7,5,4,6,4,62,49,45,56,48,59,47,36,48,40
464,4.6400,7,5,4,6,4,62,49,46,56,48,59,47,36,48,39
465,4.6500,7,5,4,6,4,62,49,45,57,48,59,45,39,49,40
466,4.6600,7,5,4,6,4,62,49,45,57,48,59,45,35,49,40
467,4.6700,7,5,4,6,4,62,49,46,57,48,59,45,34,49,39
468,4.6800,7,5,4,6,4,62,49,46,57,48,59,45,35,50,39
469,4.6900,7,5,4,6,4,62,49,45,58,48,59,45,37,50,38
470,4.7000,7,5,4,6,4,62,49,44,58,48,59,45,37,50,38
471,4.7100,7,5,4,6,4,62,49,46,58,48,59,45,37,50,38
472,4.7200,7,5,4,6,4,62,49,45,58,49,59,46,38,50,39
473,4.7300,7,5,4,6,4,62,49,44,58,49,59,47,39,50,40
474,4.7400,7,5,4,6,4,62,49,44,58,48,59,47,37,51,40
475,4.7500,7,5,4,6,4,62,49,44,58,48,59,47,39,51,40
476,4.7600,7,5,4,6,4,62,49,45,58,48,59,47,36,51,40
477,4.7700,7,5,4,6,5,62,49,46,58,49,59,47,33,51,40
478,4.7800,7,5,4,6,5,62,49,45,58,49,59,47,35,51,39
479,4.7900,7,5,4,6,5,62,49,44,58,49,59,47,35,51,39
480,4.8000,7,5,4,6,5,62,49,45,59,49,59,47,32,52,39
481,4.8100,7,5,4,6,5,62,49,45,59,49,59,47,35,52,39
482,4.8200,7,5,4,6,5,62,49,45,59,49,59,45,38,52,39
483,4.8300,7,5,4,6,5,62,49,45,59,49,59,45,36,52,39
484,4.8400,7,5,4,6,5,62,49,44,59,49,59,45,36,52,39
485,4.8500,7,5,4,6,5,62,49,45,59,49,59,45,35,52,39
486,4.8600,7,5,4,6,5,62,49,43,59,49,59,45,35,52,38
487,4.8700,7,5,4,6,5,62,49,44,59,49,59,45,37,52,38
488,4.8800,7,5,4,6,5,62,49,44,59,49,59,46,38,52,38
489,4.8900,7,5,4,6,5,62,49,44,60,49,59,45,39,52,38
490,4.9000,7,5,4,6,5,62,49,45,60,49,59,46,39,52,39
491,4.9100,7,5,4,6,5,62,49,45,60,49,59,45,39,52,39
492,4.9200,7,5,4,6,5,62,49,43,60,49,59,44,40,52,39
493,4.9300,7,5,4,6,5,62,49,43,60,49,59,45,38,52,39
494,4.9400,7,5,4,6,5,62,49,44,60,49,59,45,39,52,39
495,4.9500,7,5,4,6,5,62,49,44,60,48,59,45,38,52,39
496,4.9600,7,5,4,6,5,62,49,44,60,48,59,46,39,53,40
497,4.9700,7,5,4,6,5,62,49,44,60,48,59,46,34,53,39
498,4.9800,7,5,4,6,5,62,49,45,60,48,59,46,34,53,39
499,4.9900,7,5,4,6,5,62,49,43,60,48,59,46,35,53,39
500,5.0000,7,5,4,5,5,62,49,44,60,48,59,46,36,53,39
501,5.0100,7,5,4,5,4,62,49,44,48,48,59,46,41,41,41
502,5.0200,7,5,4,5,4,62,49,43,50,44,59,46,36,43,35
503,5.0300,7,5,4,5,4,62,49,44,51,46,59,46,39,44,39
504,5.0400,7,5,4,5,4,62,49,44,52,46,59,45,39,45,40
505,5.0500,7,5,4,5,4,62,49,45,53,46,59,45,38,45,39
506,5.0600,7,5,4,5,4,62,49,45,54,47,59,45,37,45,38
507,5.0700,7,5,4,5,4,62,49,44,54,47,59,45,34,46,38
508,5.0800,7,5,4,5,4,62,49,44,55,47,59,45,34,46,35
509,5.0900,7,5,4,5,4,62,49,44,55,47,59,45,31,46,35
510,5.1000,7,5,4,6,4,62,49,43,55,47,59,45,37,46,37
511,5.1100,7,5,4,6,4,62,49,43,56,47,59,45,38,46,40
512,5.1200,7,5,4,6,4,62,49,43,56,47,59,45,35,46,40
513,5.1300,7,5,4,6,4,62,49,44,56,47,59,45,38,47,38
514,5.1400,7,5,4,6,4,62,49,43,56,47,59,45,35,47,38
515,5.1500,7,5,4,6,5,62,49,44,56,48,59,45,35,47,38
516,5.1600,7,5,4,6,5,62,49,44,56,48,59,45,38,47,40
517,5.1700,7,5,4,6,5,62,49,42,57,47,59,45,33,47,39
518,5.1800,7,5,4,6,5,62,49,44,57,48,59,45,29,47,39
519,5.1900,7,5,4,6,5,62,49,44,57,48,59,45,34,48,39
520,5.2000,7,5,4,6,5,62,49,44,57,48,59,45,35,48,38
521,5.2100,7,5,4,6,5,62,49,43,57,48,59,45,36,48,38
522,5.2200,7,5,4,6,5,62,49,44,57,48,59,45,37,48,38
523,5.2300,7,5,4,6,5,62,49,43,57,48,59,45,38,49,39
524,5.2400,7,5,4,6,5,62,49,43,57,48,59,45,36,49,39
525,5.2500,7,5,4,6,5,62,49,44,57,48,59,45,37,49,39
526,5.2600,7,5,4,6,5,62,49,43,57,48,59,45,39,49,38
527,5.2700,7,5,4,6,5,62,49,44,57,48,59,45,33,50,38
528,5.2800,7,5,4,6,5,62,49,44,58,48,59,45,39,50,39
529,5.2900,7,5,4,6,5,62,49,45,58,48,59,45,34,50,39
530,5.3000,7,5,4,6,5,62,49,43,58,48,59,45,35,50,39
531,5.3100,7,5,4,6,5,62,49,43,58,48,59,45,39,51,40
532,5.3200,7,5,4,6,5,62,49,43,58,48,59,45,39,51,40
533,5.3300,7,5,4,6,5,62,49,44,58,48,59,45,33,51,40
534,5.3400,7,5,4,6,5,62,49,44,58,48,59,45,34,51,40
535,5.3500,7,5,4,6,5,62,49,44,58,48,59,45,35,52,39
536,5.3600,7,5,4,6,5,62,49,44,58,48,59,45,36,52,39
537,5.3700,7,5,4,6,5,62,49,43,58,49,59,44,37,52,39
538,5.3800,7,5,4,6,5,62,49,42,58,48,59,45,38,52,39
539,5.3900,7,5,4,6,5,62,49,44,58,48,59,45,37,52,39
540,5.4000,7,5,4,6,5,62,49,44,58,48,59,45,38,52,40
541,5.4100,7,5,4,6,5,62,49,45,58,48,59,45,38,52,40
542,5.4200,7,5,4,6,5,62,49,45,58,48,59,45,40,52,41
543,5.4300,7,5,4,6,5,62,49,44,59,48,59,45,35,52,41
544,5.4400,7,5,4,6,5,62,49,45,59,48,59,45,34,52,40
545,5.4500,7,5,4,6,5,62,49,43,59,48,59,45,34,52,40
546,5.4600,7,5,4,6,5,62,49,44,59,47,59,45,36,52,40
547,5.4700,7,5,4,6,5,62,49,45,59,48,59,45,35,53,40
548,5.4800,7,5,4,6,5,62,49,45,59,48,59,45,39,53,40
549,5.4900,7,5,4,6,5,62,49,45,59,48,59,45,36,53,40
550,5.5000,7,5,4,5,5,62,50,45,59,48,59,45,37,53,39
551,5.5100,7,5,4,5,4,62,50,43,48,48,59,45,39,40,40
552,5.5200,7,5,4,5,4,62,50,43,50,43,59,45,32,41,35
553,5.5300,7,5,4,5,4,62,49,45,51,45,59,45,40,42,39
554,5.5400,7,5,4,5,4,62,49,44,51,45,59,45,39,43,39
555,5.5500,7,5,4,5,4,62,49,44,52,45,59,45,38,44,37
556,5.5600,7,5,4,5,4,62,49,44,52,46,59,45,36,44,36
557,5.5700,7,5,4,5,4,62,49,45,53,46,59,45,35,45,35
558,5.5800,7,5,4,6,4,62,49,43,54,46,59,45,30,45,35
559,5.5900,7,5,4,6,4,62,49,45,54,47,59,45,37,45,34
560,5.6000,7,5,4,6,4,62,49,46,55,47,59,45,40,45,40
561,5.6100,7,5,4,6,5,62,49,45,55,47,59,45,37,46,40
562,5.6200,7,5,4,6,5,62,49,46,55,48,59,45,40,46,40
563,5.6300,7,5,4,6,5,62,49,45,56,48,59,45,37,46,40
564,5.6400,7,5,4,6,5,62,49,45,56,48,59,45,37,46,39
565,5.6500,7,5,4,6,5,62,49,45,56,48,59,46,36,46,39
566,5.6600,7,5,4,6,5,62,49,45,56,48,59,45,37,46,38
567,5.6700,7,5,4,6,5,62,49,46,56,48,59,45,38,47,39
568,5.6800,7,5,4,6,5,62,49,44,56,48,59,45,37,47,39
569,5.6900,7,5,4,6,5,62,49,45,57,48,59,45,36,47,29
570,5.7000,7,5,4,6,5,62,49,44,57,48,59,45,35,47,38
571,5.7100,7,5,4,6,5,62,49,45,57,48,59,45,40,48,41
572,5.7200,7,5,4,6,5,62,49,45,57,48,59,45,37,49,41
573,5.7300,7,5,4,6,5,62,49,45,57,48,59,45,39,49,41
574,5.7400,7,5,4,6,5,62,49,45,58,48,59,45,32,50,40
575,5.7500,7,5,4,6,5,62,49,46,58,48,59,45,38,50,40
576,5.7600,7,5,4,6,5,62,48,44,58,48,59,46,35,50,40
577,5.7700,7,5,4,6,5,62,46,46,58,48,59,46,33,50,40
578,5.7800,7,5,4,6,5,62,45,43,58,48,59,46,36,50,39
579,5.7900,7,5,4,6,5,62,46,45,58,48,59,46,37,50,39
580,5.8000,7,5,4,6,5,61,46,45,58,48,59,46,38,50,39
581,5.8100,7,5,4,6,5,61,46,45,58,48,59,46,38,50,39
582,5.8200,7,5,4,6,5,61,45,46,58,48,59,46,39,50,39
583,5.8300,7,5,4,6,5,61,46,46,58,49,59,46,39,50,39
584,5.8400,7,5,4,6,5,61,46,45,58,49,59,45,39,50,40
585,5.8500,7,5,4,6,5,61,46,45,58,49,59,45,38,50,40
586,5.8600,7,5,4,6,5,61,46,44,58,49,59,45,37,50,40
587,5.8700,7,5,4,6,5,61,49,45,59,49,59,45,37,50,40
588,5.8800,7,5,4,6,5,61,49,46,59,49,59,45,31,51,40
589,5.8900,7,5,4,6,5,61,49,45,59,49,59,45,35,51,39
590,5.9000,7,5,4,6,5,61,49,46,59,49,59,45,35,51,38
591,5.9100,7,5,4,6,5,61,49,44,59,49,59,45,36,51,37
592,5.9200,7,5,4,6,5,61,49,45,59,49,59,45,36,51,37
593,5.9300,7,5,4,6,5,61,49,45,59,49,59,45,38,51,39
594,5.9400,7,5,4,6,5,61,46,45,59,49,59,45,37,51,39
595,5.9500,7,5,4,6,5,61,49,45,59,49,59,45,37,51,39
596,5.9600,7,5,4,6,5,61,49,45,59,49,59,46,40,51,40
597,5.9700,7,5,4,6,5,61,49,44,59,48,59,46,32,51,39
598,5.9800,7,5,4,6,5,61,49,45,59,48,59,46,36,51,39
599,5.9900,7,5,4,6,5,61,49,45,59,48,59,46,37,51,39
600,6.0000,7,5,4,5,5,61,49,46,59,48,59,46,37,51,39
601,6.0100,7,5,4,5,4,60,49,45,48,48,59,47,40,40,40
602,6.0200,7,5,4,5,4,60,49,45,50,45,59,47,34,41,37
603,6.0300,7,5,4,5,4,60,49,46,51,46,59,46,41,42,41
604,6.0400,7,5,4,5,4,60,49,45,51,46,59,47,39,44,40
605,6.0500,7,5,4,5,4,60,47,46,52,46,59,45,40,45,40
606,6.0600,7,5,4,5,4,60,49,46,52,47,59,45,36,45,40
607,6.0700,7,5,4,6,5,61,48,45,53,47,59,45,28,46,38
608,6.0800,7,5,4,6,5,61,48,46,53,47,59,45,35,46,39
609,6.0900,7,5,4,6,5,61,49,45,53,47,59,46,40,47,40
610,6.1000,7,5,4,6,5,61,47,44,54,47,59,46,35,49,40
611,6.1100,7,5,4,6,5,61,46,46,54,48,59,45,40,49,41
612,6.1200,7,5,4,6,5,61,46,46,55,48,59,46,38,50,40
613,6.1300,7,5,4,6,5,61,46,46,55,48,59,46,37,50,39
614,6.1400,7,5,4,6,5,61,46,45,55,48,59,46,36,50,37
615,6.1500,7,5,4,6,5,61,48,46,55,48,59,45,37,50,39
616,6.1600,7,5,4,6,5,61,49,44,56,48,59,47,39,50,39
617,6.1700,7,5,4,6,5,61,49,45,56,48,59,47,37,51,39
618,6.1800,7,5,4,6,5,60,49,45,56,48,59,47,37,51,39
619,6.1900,7,5,4,6,5,60,49,46,56,48,59,45,36,51,39
620,6.2000,7,5,4,6,5,60,49,45,57,48,59,45,39,51,40
621,6.2100,7,5,4,6,5,60,46,45,57,48,59,45,36,51,39
622,6.2200,7,5,4,6,5,60,46,45,57,48,59,45,36,51,39
623,6.2300,7,5,4,6,5,61,46,46,58,48,59,47,39,51,39
624,6.2400,7,5,4,6,5,61,46,44,58,48,59,47,36,52,39
625,6.2500,7,5,4,6,5,61,49,46,58,48,59,47,34,52,38
626,6.2600,7,5,4,6,5,61,49,45,58,49,59,47,37,52,38
627,6.2700,7,5,4,6,5,61,49,46,58,49,59,46,33,52,39
628,6.2800,7,5,4,6,5,61,49,45,58,49,59,45,39,52,40
629,6.2900,7,5,4,6,5,61,48,46,58,49,59,45,36,52,39
630,6.3000,7,5,4,6,5,61,46,44,58,49,59,45,36,52,39
631,6.3100,7,5,4,6,5,61,46,43,58,49,59,45,35,52,37
632,6.3200,7,5,4,6,5,61,46,45,59,49,59,46,39,52,39
633,6.3300,7,5,4,6,5,61,49,46,59,49,59,47,37,52,40
634,6.3400,7,5,4,6,5,61,49,44,59,49,59,45,38,52,40
635,6.3500,7,5,4,6,5,61,49,45,59,49,59,45,38,53,40
636,6.3600,7,5,4,6,5,61,49,45,59,49,59,45,38,53,40
637,6.3700,7,5,4,6,5,61,47,45,59,49,59,45,38,53,40
638,6.3800,7,5,4,6,5,61,46,43,59,49,59,45,39,53,39
639,6.3900,7,5,4,6,5,61,46,44,59,49,59,46,38,53,39
640,6.4000,7,5,4,6,5,61,46,45,59,49,59,47,39,53,39
641,6.4100,7,5,4,6,5,61,49,45,59,49,59,45,39,53,40
642,6.4200,7,5,4,6,5,61,48,44,59,49,59,47,39,53,40
643,6.4300,7,5,4,6,5,61,49,46,59,49,59,47,38,53,40
644,6.4400,7,5,4,6,5,61,49,45,59,49,59,47,37,53,40
645,6.4500,7,5,4,6,5,60,49,44,59,49,59,47,38,53,40
646,6.4600,7,5,4,6,5,60,49,43,59,49,59,47,37,53,40
647,6.4700,7,5,4,6,5,60,49,45,59,49,59,47,38,54,40
648,6.4800,7,5,4,6,5,60,49,44,59,49,58,47,38,54,40
649,6.4900,7,5,4,6,5,60,49,43,59,48,58,47,39,54,40
650,6.5000,7,5,4,5,5,61,49,45,59,48,58,46,39,54,39
651,6.5100,7,5,4,5,4,61,49,43,47,47,58,45,40,41,41
652,6.5200,7,5,4,5,4,61,47,43,48,43,58,46,37,43,37
653,6.5300,7,5,4,5,4,61,46,44,51,45,58,48,41,45,41
654,6.5400,7,5,4,5,4,61,48,45,51,45,58,47,38,46,39
655,6.5500,7,5,4,5,5,61,46,44,52,46,58,47,35,47,38
656,6.5600,7,5,4,5,5,61,46,45,52,46,57,47,36,48,34
657,6.5700,7,5,4,6,5,60,46,44,53,46,57,47,36,49,36
658,6.5800,7,5,4,6,5,60,48,44,53,47,57,47,36,49,39
659,6.5900,7,5,4,6,5,60,46,46,53,47,57,48,41,50,40
660,6.6000,7,5,4,6,5,60,49,45,54,47,57,46,40,50,40
661,6.6100,7,5,4,6,5,60,47,46,54,47,57,47,37,50,39
662,6.6200,7,5,4,6,5,60,46,45,54,48,57,46,37,50,38
663,6.6300,7,5,4,6,5,61,46,44,55,47,57,46,34,50,38
664,6.6400,7,5,4,6,5,61,49,45,55,47,57,46,37,51,38
665,6.6500,7,5,4,6,5,61,49,46,55,48,57,46,38,51,38
666,6.6600,7,5,4,6,5,61,46,44,55,47,56,47,38,51,39
667,6.6700,7,5,4,6,5,61,46,45,56,47,56,47,40,51,40
668,6.6800,7,5,4,6,5,61,46,43,56,47,56,45,39,51,41
669,6.6900,7,5,4,6,5,61,46,45,56,47,56,45,36,51,41
670,6.7000,7,5,4,6,5,61,47,45,56,47,56,45,36,51,40
671,6.7100,7,5,4,6,5,61,49,44,57,47,56,47,40,51,41
672,6.7200,7,5,4,6,5,61,50,45,57,48,56,47,36,52,41
673,6.7300,7,5,4,6,5,61,50,46,57,48,56,47,39,52,40
674,6.7400,7,5,4,6,5,61,50,45,57,48,57,46,40,52,40
675,6.7500,7,5,4,6,5,61,49,46,57,47,57,45,35,52,40
676,6.7600,7,5,4,6,5,61,49,45,57,47,57,46,34,52,40
677,6.7700,7,5,4,6,5,61,49,46,57,47,57,46,36,52,39
678,6.7800,7,5,4,6,5,61,49,45,58,47,57,47,37,52,39
679,6.7900,7,5,4,6,5,61,49,45,58,47,57,46,38,52,39
680,6.8000,7,5,4,6,5,61,49,45,58,47,57,46,38,53,39
681,6.8100,7,5,4,6,5,61,48,46,58,48,57,48,40,53,41
682,6.8200,7,5,4,6,5,61,46,46,58,48,57,48,37,53,40
683,6.8300,7,5,4,6,5,61,49,46,58,49,57,48,37,53,40
684,6.8400,7,5,4,6,5,61,50,46,58,49,58,47,39,53,41
685,6.8500,7,5,4,6,5,61,50,43,58,49,58,46,36,53,40
686,6.8600,7,5,4,6,5,61,49,45,58,48,58,46,40,53,40
687,6.8700,7,5,4,6,5,61,49,45,59,48,58,47,37,53,40
688,6.8800,7,5,4,6,5,61,47,46,59,48,58,47,36,53,40
689,6.8900,7,5,4,6,5,61,49,45,59,49,59,47,36,53,40
690,6.9000,7,5,4,6,5,61,49,46,59,49,59,47,37,53,40
691,6.9100,7,5,4,6,5,61,50,45,59,49,59,47,37,53,40
692,6.9200,7,5,4,6,5,61,49,46,59,49,59,47,38,54,40
693,6.9300,7,5,4,6,5,61,50,46,59,49,59,47,38,54,40
694,6.9400,7,5,4,6,5,61,50,46,59,49,59,47,38,54,40
695,6.9500,7,5,4,6,5,61,49,45,59,49,59,46,38,54,40
696,6.9600,7,5,4,6,5,61,47,45,59,49,59,46,40,54,40
697,6.9700,7,5,4,6,5,61,46,45,59,49,59,47,37,54,38
698,6.9800,7,5,4,6,5,61,46,46,59,49,59,48,39,54,40
699,6.9900,7,5,4,6,5,61,49,46,59,49,59,48,34,54,39
700,7.0000,7,5,4,5,5,61,49,46,59,49,59,48,35,54,39
701,7.0100,7,5,4,5,4,61,49,44,49,49,59,48,40,41,41
702,7.0200,7,5,4,5,4,61,49,46,50,46,59,48,38,44,37
703,7.0300,7,5,4,5,4,61,46,46,51,46,59,45,41,46,41
704,7.0400,7,5,4,5,4,61,46,45,52,46,59,46,37,46,40
705,7.0500,7,5,4,6,5,61,49,46,52,47,59,47,40,47,40
706,7.0600,7,5,4,6,5,61,49,46,53,47,59,47,36,47,40
707,7.0700,7,5,4,6,5,61,49,46,53,48,59,47,35,44,39
708,7.0800,7,5,4,6,5,61,49,46,53,48,59,45,40,46,40
709,7.0900,7,5,4,6,5,61,49,46,53,48,59,47,40,46,40
710,7.1000,7,5,4,6,5,61,49,45,54,48,59,47,40,46,40
711,7.1100,7,5,4,6,5,61,49,46,54,48,59,47,39,47,40
712,7.1200,7,5,4,6,5,61,49,45,54,48,59,47,40,47,39
713,7.1300,7,5,4,6,5,61,49,46,54,48,59,47,38,47,40
714,7.1400,7,5,4,6,5,61,46,46,55,48,59,47,37,47,39
715,7.1500,7,5,4,6,5,61,49,46,55,48,59,47,37,48,39
716,7.1600,7,5,4,6,5,61,49,46,55,49,59,47,38,48,39
717,7.1700,7,5,4,6,5,61,49,46,55,49,59,48,41,49,42
718,7.1800,7,5,4,6,5,61,47,46,55,49,59,47,37,51,41
719,7.1900,7,5,4,6,5,61,48,46,56,49,59,46,38,51,40
720,7.2000,7,5,4,6,5,61,48,45,56,49,59,45,39,51,40
721,7.2100,7,5,4,6,5,61,49,46,56,49,59,46,32,51,40
722,7.2200,7,5,4,6,5,61,49,45,56,49,59,47,40,52,40
723,7.2300,7,5,4,6,5,61,47,46,56,49,59,47,36,52,40
724,7.2400,7,5,4,6,5,61,47,46,56,49,59,47,37,52,40
725,7.2500,7,5,4,6,5,61,41,46,57,49,59,47,34,52,40
726,7.2600,7,5,4,6,5,60,47,46,57,49,59,47,37,52,40
727,7.2700,7,5,4,6,5,60,48,46,57,49,59,45,39,52,39
728,7.2800,7,5,4,6,5,60,46,44,57,49,59,46,37,53,39
729,7.2900,7,5,4,6,5,60,45,46,58,49,59,47,39,53,41
730,7.3000,7,5,4,6,5,60,48,46,58,49,59,47,35,53,40
