# n=24 nd=13824 beats=1 window=16 regime=2 sweeps=3
step,t,nb,cold,warm,f_old,f_rel,f_res,f_div,vmfit,aopt,phys,warmdelta,warmdelta12,enrich,sw_div,sw_big,eta,eA_vmfit,eA_aopt,eA_old,eA_rel,span_old,span_rel,m_old,m_rel,orth_old,orth_rel
241,241,3.754524e+01,163,160,158,33,33,33,0,0,149,171,164,0,0,0,8.0736e-15,4.807721e-07,4.807889e-07,1.130683e+01,7.442342e-05,2.4183e-01,1.8048e-06,16,4,1.89e-08,6.67e-15
242,242,2.369374e+01,160,165,44,41,41,41,0,0,146,178,171,0,0,0,1.4984e-14,2.465490e-07,2.465840e-07,1.164204e-04,1.205278e-04,7.4335e-07,7.5842e-07,16,4,1.89e-08,6.67e-15
243,243,1.479101e+01,169,168,45,50,50,50,4,4,164,180,173,4,6,0,1.9938e-14,3.319114e-07,3.302510e-07,1.826416e-04,3.098247e-04,1.3925e-06,2.3138e-06,16,4,1.89e-08,6.67e-15
244,244,3.086781e+01,167,161,43,47,47,47,0,0,162,173,165,0,0,0,1.1387e-14,2.543349e-07,2.543660e-07,1.371052e-04,4.046238e-04,2.1542e-06,6.2117e-06,16,4,1.86e-08,6.67e-15
245,245,3.874004e+01,165,133,32,45,45,45,0,0,161,145,143,0,0,0,7.0419e-15,3.105909e-07,3.096301e-07,3.824534e-05,3.536273e-04,4.4945e-07,4.5402e-06,16,4,1.86e-08,6.67e-15
246,246,2.984727e+01,165,161,31,42,42,42,0,0,161,158,166,0,0,0,3.3159e-14,2.065231e-07,2.066131e-07,2.499137e-05,1.670447e-04,1.9914e-07,3.9009e-06,16,4,2.07e-08,6.67e-15
247,247,1.180773e+01,162,170,38,45,45,45,4,4,157,180,174,4,1,0,4.4623e-15,2.292058e-07,2.290735e-07,2.183977e-05,8.803897e-05,5.1818e-07,2.9185e-06,16,4,2.07e-08,6.67e-15
248,248,2.463554e+01,165,165,38,47,47,47,0,0,151,177,169,0,0,0,7.9381e-15,2.684728e-07,2.685373e-07,4.812059e-05,3.175140e-04,4.4660e-08,1.6975e-06,16,4,2.07e-08,6.67e-15
249,249,4.053807e+01,165,160,34,46,46,46,0,0,155,170,163,0,0,0,2.1842e-14,1.981853e-07,1.974573e-07,3.264015e-05,4.413936e-04,3.9726e-07,3.7114e-06,16,4,2.07e-08,6.67e-15
250,250,3.956315e+01,165,155,32,46,46,46,1,1,156,153,148,1,0,0,1.0380e-14,2.622187e-07,2.622988e-07,2.896525e-05,4.256335e-04,3.8485e-07,4.6823e-06,16,4,1.82e-08,6.67e-15
251,251,2.383169e+01,167,161,21,47,47,47,3,3,160,169,164,3,0,0,6.0643e-15,3.828607e-07,3.709187e-07,1.047930e-05,2.916789e-04,2.1989e-07,5.5337e-06,16,4,2.03e-08,6.67e-15
252,252,2.409644e+01,164,164,20,40,40,40,0,0,151,175,168,0,0,0,5.7687e-15,2.605947e-07,2.583822e-07,7.193954e-06,1.011181e-04,4.1944e-08,3.9564e-06,16,4,2.03e-08,6.67e-15
253,253,4.375394e+01,158,162,19,32,32,32,0,0,146,172,163,0,0,0,8.7593e-15,6.190833e-07,6.188620e-07,6.232574e-06,7.502527e-05,4.6739e-08,1.0496e-06,16,4,2.03e-08,6.67e-15
254,254,4.927638e+01,163,160,25,40,40,40,0,0,157,158,151,0,0,0,7.0583e-15,3.664141e-07,3.646842e-07,1.466815e-05,1.853644e-04,1.2247e-07,7.0959e-07,16,4,2.03e-08,6.67e-15
255,255,3.491690e+01,165,161,106,43,43,43,0,0,161,158,165,0,0,0,6.3888e-15,2.386893e-07,2.368382e-07,5.953760e+01,2.148082e-04,8.1259e-01,2.0201e-06,16,4,2.03e-08,6.67e-15
256,256,2.515357e+01,167,140,166,45,45,45,0,0,162,154,149,0,1,0,6.7225e-15,3.161725e-07,3.160054e-07,9.830133e+01,1.809111e-04,5.5808e-01,2.6445e-06,16,4,2.03e-08,6.67e-15
257,257,4.854232e+01,162,159,159,36,36,36,0,0,156,170,163,0,0,0,1.7074e-14,7.421353e-07,7.406027e-07,2.989862e+01,1.182395e-04,8.9866e-02,1.7869e-06,16,4,2.03e-08,6.67e-15
258,258,6.268078e+01,155,159,150,26,26,26,0,0,145,170,164,0,0,0,7.0720e-15,8.952693e-07,8.950051e-07,5.292632e+00,5.870899e-05,1.0131e-01,9.5337e-07,16,4,2.03e-08,6.67e-15
259,259,5.079596e+01,161,160,10,18,18,18,0,0,148,171,165,0,0,0,7.2849e-15,5.993023e-07,5.984467e-07,5.370179e-06,2.028416e-05,3.6494e-07,4.7998e-07,16,4,2.03e-08,6.67e-15
260,260,2.384500e+01,167,164,18,13,13,13,1,1,161,175,167,1,1,0,1.3832e-14,4.412844e-07,4.385428e-07,5.861933e-06,4.312922e-06,1.4610e-07,2.0836e-07,16,4,2.03e-08,6.67e-15
261,261,4.445623e+01,164,156,19,10,10,10,0,0,151,153,148,0,0,0,9.3720e-15,5.773181e-07,5.755963e-07,9.799662e-06,3.963443e-06,4.7830e-08,4.8569e-08,16,4,2.03e-08,6.67e-15
262,262,7.274704e+01,161,153,18,13,13,13,0,0,154,159,157,0,0,0,7.1885e-15,7.361283e-07,7.364591e-07,1.613743e-05,1.210620e-05,2.3475e-07,3.2123e-08,16,4,1.92e-08,6.67e-15
263,263,7.136745e+01,159,158,18,16,16,16,0,0,146,168,162,0,0,0,1.9935e-14,6.332446e-07,6.331276e-07,1.685008e-05,2.464706e-05,3.0346e-07,8.0703e-08,16,4,1.92e-08,6.67e-15
264,264,3.740650e+01,156,162,32,27,27,27,0,0,144,174,166,0,0,0,4.7710e-15,7.573617e-07,7.566269e-07,3.950090e-05,3.843241e-05,3.1595e-07,1.8626e-07,16,4,1.92e-08,6.67e-15
265,265,2.352798e+01,165,165,37,35,35,35,0,0,154,177,170,0,4,0,6.3972e-15,2.334914e-07,2.333327e-07,4.423573e-05,5.036048e-05,2.5807e-07,5.1670e-07,16,4,1.92e-08,6.67e-15
266,266,6.833392e+01,162,158,22,24,24,24,0,0,157,168,163,0,0,0,6.1520e-15,4.503648e-07,4.510095e-07,1.537546e-05,5.050352e-05,1.4973e-07,6.8059e-07,16,4,1.98e-08,6.67e-15
267,267,8.560869e+01,161,132,17,15,15,15,0,0,154,144,140,0,0,0,9.4086e-15,4.915442e-07,4.929650e-07,2.059639e-05,2.738715e-05,1.1520e-07,3.5621e-07,16,4,1.98e-08,6.67e-15
268,268,6.346232e+01,161,156,13,16,16,16,0,0,152,154,145,0,0,0,4.9314e-15,2.328761e-07,2.345957e-07,1.113062e-05,2.427374e-05,7.1035e-08,1.6483e-07,16,4,1.98e-08,6.67e-15
269,269,1.258448e+01,162,168,32,45,45,45,4,4,159,180,174,4,4,0,3.6564e-15,2.136423e-07,2.136221e-07,1.283672e-05,9.835416e-05,6.5713e-08,1.9823e-07,16,4,1.98e-08,6.67e-15
270,270,4.750377e+01,161,161,16,40,40,40,0,0,150,172,166,0,0,0,4.2582e-15,3.238488e-07,3.245772e-07,8.311973e-06,1.762048e-04,2.3419e-07,2.6091e-06,16,4,1.98e-08,6.67e-15
271,271,8.298203e+01,161,158,23,38,38,38,0,0,156,167,162,0,0,0,1.5898e-14,3.582570e-07,3.597844e-07,1.619560e-05,2.309441e-04,1.5758e-07,1.8886e-06,16,4,2.14e-08,6.67e-15
272,272,7.959566e+01,161,152,106,38,38,38,0,0,158,156,152,0,0,0,1.7519e-14,2.813268e-07,2.835312e-07,1.304372e+02,2.382874e-04,8.6749e-01,1.4640e-06,16,4,2.14e-08,6.67e-15
273,273,4.001234e+01,163,158,160,41,41,41,4,4,160,168,163,4,0,0,1.0246e-14,6.512251e-07,6.500163e-07,5.226248e+01,1.869185e-04,4.8812e-01,1.5592e-06,16,4,2.14e-08,6.67e-15
274,274,2.201039e+01,164,164,159,40,40,40,0,0,160,161,170,0,0,0,9.9344e-15,2.414388e-07,2.414100e-07,1.237899e+01,8.315201e-05,9.3442e-02,2.2567e-06,16,4,2.14e-08,6.67e-15
275,275,6.592176e+01,155,159,149,25,25,25,0,0,144,157,149,0,0,0,3.6567e-15,9.028395e-07,9.028772e-07,5.236187e+00,4.948270e-05,2.3284e-01,1.8917e-06,16,4,2.14e-08,6.67e-15
276,276,7.926413e+01,160,157,38,36,36,36,0,0,154,154,146,0,0,0,6.6493e-15,5.204988e-07,5.216264e-07,1.538247e-04,1.791294e-04,2.0162e-07,4.1187e-07,16,4,2.14e-08,6.67e-15
277,277,5.630814e+01,163,159,38,41,41,41,0,0,159,155,148,0,0,0,1.3754e-14,5.219987e-07,5.224320e-07,1.365629e-04,2.761780e-04,5.9438e-07,1.2021e-06,16,4,2.14e-08,6.67e-15
278,278,2.075709e+01,169,140,41,48,48,48,7,7,164,156,153,7,6,0,7.1182e-15,6.122573e-07,6.114016e-07,7.584744e-05,3.167647e-04,6.1630e-07,2.3478e-06,16,4,2.14e-08,6.67e-15
279,279,4.659882e+01,163,159,25,43,43,43,0,0,155,169,163,0,0,0,1.5987e-14,6.378579e-07,6.379297e-07,2.344770e-05,2.919682e-04,3.5858e-07,4.4992e-06,16,4,2.14e-08,6.67e-15
280,280,6.769537e+01,155,159,36,39,39,39,0,0,145,167,161,0,0,0,9.1678e-15,1.030330e-06,1.029539e-06,9.702263e-05,2.058071e-04,1.4761e-06,3.1464e-06,16,4,2.14e-08,6.67e-15
281,281,5.737739e+01,160,159,18,29,29,29,0,0,150,169,163,0,0,0,6.7529e-15,6.520525e-07,6.518285e-07,1.003950e-05,7.663305e-05,3.3802e-07,1.6660e-06,16,4,2.14e-08,6.67e-15
282,282,2.709374e+01,166,163,40,36,36,36,1,1,152,163,167,1,0,0,1.0535e-14,4.357421e-07,4.356198e-07,6.718393e-05,6.843787e-05,3.6614e-07,6.6936e-07,16,4,2.14e-08,6.67e-15
283,283,3.348308e+01,166,159,35,42,42,42,0,0,161,169,163,0,0,0,1.0194e-14,3.417213e-07,3.416594e-07,3.785347e-05,1.923584e-04,7.6546e-09,7.9226e-07,16,4,2.14e-08,6.67e-15
284,284,5.541455e+01,163,155,22,41,41,41,0,0,159,166,159,0,0,0,1.1494e-14,4.361250e-07,4.364425e-07,2.204459e-05,2.606642e-04,1.3715e-07,2.1952e-06,16,4,2.14e-08,6.67e-15
285,285,5.217500e+01,160,159,21,41,41,41,0,0,154,170,163,0,0,0,1.6917e-14,6.112741e-07,6.120357e-07,1.374280e-05,2.515174e-04,8.8686e-08,2.5227e-06,16,4,2.14e-08,6.67e-15
286,286,2.660844e+01,160,164,33,43,43,43,3,3,147,177,171,3,0,0,1.2253e-14,6.872201e-07,6.860618e-07,3.895856e-05,1.663929e-04,4.6812e-07,2.5938e-06,16,4,1.85e-08,6.67e-15
287,287,2.310574e+01,166,165,27,31,31,31,1,1,161,178,171,1,0,0,5.1270e-15,2.568194e-07,2.561616e-07,1.090814e-05,3.476364e-05,5.8462e-08,2.1264e-06,16,4,1.85e-08,6.67e-15
288,288,4.656959e+01,164,160,31,35,35,35,0,0,152,168,163,0,0,0,6.5230e-15,4.486424e-07,4.476487e-07,2.021981e-05,9.167399e-05,1.6233e-07,4.2392e-07,16,4,1.85e-08,6.67e-15
289,289,4.953675e+01,164,138,106,39,39,39,1,1,152,145,143,1,0,0,1.0714e-14,4.428471e-07,4.421570e-07,7.209305e+01,1.586714e-04,8.0416e-01,9.3077e-07,16,4,1.90e-08,6.67e-15
290,290,2.961714e+01,165,161,160,40,40,40,5,5,154,173,166,5,0,0,4.1783e-15,3.872730e-07,3.872183e-07,4.026793e+01,1.329315e-04,1.0587e-01,1.6286e-06,16,4,1.90e-08,6.67e-15
291,291,1.407301e+01,162,169,166,28,28,28,2,2,149,180,173,2,1,0,4.8755e-15,2.266461e-07,2.266451e-07,3.203113e+01,2.060613e-05,7.4354e-01,1.7313e-06,16,4,1.90e-08,6.67e-15
292,292,3.746594e+01,162,164,159,39,39,39,0,0,157,174,167,0,0,0,6.5605e-15,3.344594e-07,3.345647e-07,1.557356e+01,1.307824e-04,6.1306e-02,3.3910e-07,16,4,1.90e-08,6.67e-15
293,293,4.700223e+01,164,160,44,41,41,41,0,0,160,171,164,0,0,0,5.6569e-15,2.172616e-07,2.174642e-07,2.581530e-04,2.488926e-04,2.0558e-06,1.7976e-06,16,4,1.90e-08,6.67e-15
294,294,3.566431e+01,167,157,43,45,45,45,0,0,153,168,163,0,0,0,4.5470e-15,4.305393e-07,4.302959e-07,1.289058e-04,2.688194e-04,1.3642e-06,2.8153e-06,16,4,1.90e-08,6.67e-15
295,295,1.953353e+01,169,162,39,45,45,45,1,1,160,171,166,1,5,5,2.2226e-15,3.439051e-07,3.438407e-07,4.125905e-05,1.642133e-04,6.9187e-07,3.1269e-06,16,4,1.90e-08,6.67e-15
296,296,3.353956e+01,161,162,31,28,28,28,0,0,148,173,163,0,0,0,7.0845e-15,4.442573e-07,4.437924e-07,2.345707e-05,3.680955e-05,1.8923e-07,2.3652e-06,16,4,1.90e-08,6.67e-15
297,297,4.656130e+01,159,162,39,42,42,42,0,0,146,173,165,0,0,0,1.2096e-14,4.764334e-07,4.766333e-07,1.142675e-04,2.595707e-04,3.0676e-07,5.2699e-07,16,4,1.76e-08,6.67e-15
298,298,4.121537e+01,164,161,22,46,46,46,0,0,154,172,166,0,0,0,2.2344e-14,4.795496e-07,4.796257e-07,1.540864e-05,4.159846e-04,2.0922e-08,2.8149e-06,16,4,1.82e-08,6.67e-15
299,299,2.406092e+01,169,161,33,49,49,49,1,1,156,173,166,1,5,5,1.6899e-14,3.347007e-07,3.326546e-07,3.146004e-05,4.413733e-04,1.5360e-07,4.2041e-06,16,4,1.82e-08,6.67e-15
300,300,2.923897e+01,166,147,36,46,46,46,1,1,161,154,150,1,0,0,4.5019e-15,4.115531e-07,4.107295e-07,4.300619e-05,3.242577e-04,9.8198e-07,5.7577e-06,16,4,1.82e-08,6.67e-15
301,301,4.735565e+01,162,160,25,36,36,36,0,0,158,157,164,0,0,0,3.1096e-15,5.916419e-07,5.914237e-07,1.300170e-05,1.107851e-04,1.9493e-07,5.0153e-06,16,4,1.82e-08,6.67e-15
302,302,4.991721e+01,155,160,22,36,36,36,0,0,143,158,153,0,0,0,6.8625e-15,6.726882e-07,6.729338e-07,1.371780e-05,1.176891e-04,3.6344e-08,1.0870e-06,16,4,1.82e-08,6.67e-15
303,303,3.315913e+01,164,162,35,45,45,45,0,0,157,170,153,0,0,0,6.9128e-15,2.731225e-07,2.727037e-07,6.456942e-05,2.804847e-04,2.7891e-07,9.4203e-07,16,4,1.82e-08,6.67e-15
304,304,1.795588e+01,169,165,29,49,49,49,0,0,156,162,169,0,0,5,1.9623e-15,2.642586e-07,2.642242e-07,9.621543e-06,3.334094e-04,1.8125e-07,2.8202e-06,16,4,1.82e-08,6.67e-15
305,305,4.066398e+01,164,156,24,44,44,44,0,0,160,158,163,0,0,0,8.7222e-15,4.432673e-07,4.433374e-07,9.756026e-06,2.822137e-04,2.5810e-08,6.5698e-06,16,4,1.79e-08,6.67e-15
306,306,5.703691e+01,163,155,105,39,39,39,0,0,156,166,159,0,0,0,2.4221e-15,4.525617e-07,4.522151e-07,6.076444e+01,1.731509e-04,5.1323e-01,2.9158e-06,16,4,1.79e-08,6.67e-15
307,307,5.123576e+01,161,159,164,31,31,31,0,0,147,169,163,0,0,0,1.5335e-15,4.958027e-07,4.958059e-07,1.251135e+02,6.413341e-05,8.6869e-01,1.1445e-06,16,4,1.79e-08,6.67e-15
308,308,2.488447e+01,161,164,165,13,13,13,0,0,148,176,169,0,0,0,3.1024e-15,3.967294e-07,3.963169e-07,4.824986e+01,5.333237e-06,3.7909e-01,4.4144e-07,16,4,1.79e-08,6.67e-15
309,309,1.956304e+01,166,165,154,28,28,28,0,0,161,177,170,0,0,0,1.0117e-14,2.625644e-07,2.621520e-07,3.598717e+00,2.268397e-05,3.1492e-02,7.0403e-08,16,4,1.79e-08,6.67e-15
310,310,5.028792e+01,164,160,27,16,16,16,0,0,158,156,163,0,0,0,1.8076e-14,3.718660e-07,3.719737e-07,3.150551e-05,1.595509e-05,4.9125e-07,4.0121e-07,16,4,1.79e-08,6.67e-15
311,311,6.294027e+01,163,138,14,15,15,15,0,0,158,150,143,0,0,0,7.2188e-15,3.451572e-07,3.458061e-07,9.905608e-06,1.483043e-05,5.9752e-08,1.1167e-07,16,4,1.79e-08,6.67e-15
312,312,4.980339e+01,162,159,32,25,25,25,0,0,157,168,163,0,0,0,1.3272e-14,3.656709e-07,3.661393e-07,3.040978e-05,3.682428e-05,1.8878e-07,8.4958e-08,16,4,1.79e-08,6.67e-15
313,313,1.642155e+01,160,167,23,41,41,41,0,0,147,179,172,0,0,0,1.4528e-14,1.820722e-07,1.817783e-07,1.070986e-05,7.595736e-05,2.5960e-07,2.8598e-07,16,4,1.79e-08,6.67e-15
314,314,2.736373e+01,164,164,38,40,40,40,0,0,152,176,169,0,0,0,6.1357e-15,1.544139e-07,1.531296e-07,5.348662e-05,1.075477e-04,9.8117e-07,2.3075e-06,16,4,1.79e-08,6.67e-15
315,315,5.802681e+01,163,159,34,33,33,33,0,0,152,169,162,0,0,0,1.6637e-14,2.895588e-07,2.899589e-07,7.217913e-05,1.065495e-04,4.8756e-07,1.1289e-06,16,4,2.00e-08,6.67e-15
316,316,6.554868e+01,163,152,30,27,27,27,0,0,152,153,154,0,0,0,2.6906e-14,3.286097e-07,3.294283e-07,9.104569e-05,6.776346e-05,5.1207e-07,6.4207e-07,16,4,2.00e-08,6.67e-15
317,317,4.652447e+01,163,156,31,14,14,14,1,1,150,159,162,1,0,0,7.2903e-14,3.462670e-07,3.460723e-07,2.616201e-05,1.191268e-05,2.4173e-07,4.0772e-07,16,4,2.00e-08,6.67e-15
318,318,1.405741e+01,166,167,37,31,31,31,2,2,161,179,172,2,1,0,3.7517e-14,2.348381e-07,2.342739e-07,1.528911e-05,2.557626e-05,6.6881e-09,1.1534e-07,16,4,2.00e-08,6.67e-15
319,319,3.726493e+01,160,163,20,15,15,15,0,0,146,174,166,0,0,0,4.1323e-15,3.414477e-07,3.414071e-07,1.001131e-05,1.506900e-05,1.3392e-07,4.6748e-07,16,4,2.00e-08,6.67e-15
320,320,6.258286e+01,161,159,14,25,25,25,0,0,156,170,163,0,0,0,4.8807e-15,4.979761e-07,4.983079e-07,6.444663e-06,4.693068e-05,1.6827e-07,1.3074e-07,16,4,2.00e-08,6.67e-15
321,321,6.247520e+01,162,158,20,35,35,35,0,0,158,167,163,0,0,0,1.0539e-14,3.553970e-07,3.558323e-07,8.997785e-06,1.277744e-04,9.6360e-08,3.1121e-07,16,4,2.00e-08,6.67e-15
322,322,3.766038e+01,165,147,19,40,40,40,0,0,160,155,150,0,0,0,2.7797e-14,4.205469e-07,4.201136e-07,1.484914e-05,1.755234e-04,4.4229e-08,9.7366e-07,16,4,1.67e-08,6.67e-15
323,323,1.941044e+01,168,164,98,45,45,45,3,3,162,160,167,3,1,0,1.0370e-13,2.962672e-07,2.957402e-07,4.521063e+00,1.456609e-04,7.9020e-01,2.1911e-06,16,4,1.76e-08,6.67e-15
324,324,4.821752e+01,156,160,161,17,17,17,0,0,146,170,163,0,0,0,6.3297e-14,8.455215e-07,8.442986e-07,7.916443e+01,2.592394e-05,5.9134e-01,1.9894e-06,16,4,1.76e-08,6.67e-15
325,325,6.308636e+01,160,159,158,36,36,36,0,0,149,169,163,0,0,0,2.5350e-14,5.893451e-07,5.895969e-07,3.098946e+01,1.518184e-04,4.7312e-01,2.3067e-07,16,4,1.76e-08,6.67e-15
326,326,5.122750e+01,163,160,161,43,43,43,0,0,159,169,164,0,0,0,5.0707e-14,5.372118e-07,5.370174e-07,3.770227e+01,3.219417e-04,1.3189e-01,1.2107e-06,16,4,1.76e-08,6.67e-15
327,327,2.392193e+01,169,161,51,49,49,49,6,6,156,170,163,6,0,0,1.6319e-14,6.116198e-07,6.090562e-07,3.885415e-04,4.119899e-04,2.9452e-06,3.1919e-06,16,4,1.76e-08,6.67e-15
328,328,3.455315e+01,165,159,46,46,46,46,0,0,161,158,163,0,0,0,1.0107e-14,5.739857e-07,5.739968e-07,1.894535e-04,3.778428e-04,3.0572e-06,6.2648e-06,16,4,1.76e-08,6.67e-15
329,329,5.625943e+01,160,159,38,40,40,40,0,0,152,157,149,0,0,0,6.1580e-15,6.863388e-07,6.861798e-07,8.944224e-05,2.226419e-04,1.1554e-06,4.9277e-06,16,4,1.76e-08,6.67e-15
330,330,5.349982e+01,156,160,37,6,6,6,0,0,144,158,150,0,0,0,6.3822e-15,8.520979e-07,8.519222e-07,7.169095e-05,2.926994e-06,4.0322e-07,2.1601e-06,16,4,1.66e-08,6.67e-15
331,331,2.810516e+01,165,164,39,45,45,45,0,0,160,170,167,0,0,0,6.7778e-15,2.139131e-07,2.137734e-07,8.024162e-05,2.220748e-04,2.0920e-07,2.9836e-08,16,4,1.99e-08,6.67e-15
332,332,2.562810e+01,168,162,34,48,48,48,0,0,162,159,167,0,0,0,4.6824e-15,3.794748e-07,3.786488e-07,3.083337e-05,3.630266e-04,1.4310e-08,3.4944e-06,16,4,2.04e-08,6.67e-15
333,333,5.135841e+01,164,143,28,45,45,45,0,0,161,153,149,0,0,0,7.8819e-15,4.137561e-07,4.139929e-07,6.031770e-05,3.869111e-04,9.7558e-07,6.1885e-06,16,4,2.04e-08,6.67e-15
334,334,5.472364e+01,162,158,34,42,42,42,0,0,156,168,163,0,0,0,3.1610e-15,4.596951e-07,4.597741e-07,4.922392e-05,2.993483e-04,5.3372e-07,4.0736e-06,16,4,2.04e-08,6.67e-15
335,335,3.073572e+01,158,164,29,41,41,41,0,0,145,175,167,0,0,0,1.8121e-15,4.537598e-07,4.540452e-07,1.420479e-05,1.440133e-04,4.2151e-07,2.9060e-06,16,4,2.04e-08,6.67e-15
336,336,1.556933e+01,167,168,28,27,27,27,1,1,161,180,173,1,4,0,3.0427e-15,2.014879e-07,2.011801e-07,1.269194e-05,1.917531e-05,4.0873e-07,2.0760e-06,16,4,2.04e-08,6.67e-15
337,337,4.788795e+01,164,160,30,37,37,37,0,0,152,169,163,0,0,0,4.6481e-15,3.376784e-07,3.368737e-07,2.490896e-05,1.356250e-04,1.0202e-07,4.0574e-07,16,4,2.04e-08,6.67e-15
338,338,5.817410e+01,164,153,16,38,38,38,0,0,159,153,156,0,0,0,7.4773e-15,2.278985e-07,2.280812e-07,4.911084e-06,1.767274e-04,2.2829e-08,1.4705e-06,16,4,2.17e-08,6.67e-15
339,339,3.828087e+01,164,159,20,40,40,40,1,1,161,169,162,1,0,0,3.8772e-15,1.812133e-07,1.811976e-07,1.975063e-05,1.430729e-04,2.7899e-07,1.5622e-06,16,4,2.17e-08,6.67e-15
340,340,1.097061e+01,166,170,98,42,42,42,5,5,162,181,174,5,5,0,5.1383e-15,2.049195e-07,2.049101e-07,2.983740e+00,6.039623e-05,8.2139e-01,1.7095e-06,16,4,2.17e-08,6.67e-15
341,341,4.529745e+01,159,162,154,23,23,23,0,0,146,174,167,0,0,0,2.8054e-15,5.109846e-07,5.109117e-07,2.052420e+01,3.266534e-05,9.7924e-01,1.5516e-06,16,4,2.17e-08,6.67e-15
342,342,6.249160e+01,162,159,159,31,31,31,0,0,154,170,163,0,0,0,2.5403e-15,5.064347e-07,5.067592e-07,3.840416e+01,9.787878e-05,2.8835e-01,3.9669e-07,16,4,2.17e-08,6.67e-15
343,343,4.834660e+01,164,158,158,35,35,35,0,0,152,168,162,0,0,0,5.1428e-15,1.601625e-07,1.604316e-07,1.455611e+01,1.094257e-04,1.1141e-01,8.3750e-07,16,4,2.17e-08,6.67e-15
344,344,2.000377e+01,169,155,42,38,38,38,5,5,162,156,153,5,6,6,8.1782e-15,4.977732e-07,4.978875e-07,8.104585e-05,5.958980e-05,1.3515e-06,1.0850e-06,16,4,1.96e-08,6.67e-15
345,345,4.577115e+01,162,160,34,25,25,25,0,0,149,170,165,0,0,0,2.4155e-15,6.206945e-07,6.198356e-07,8.422895e-05,3.800953e-05,4.7148e-07,9.1643e-07,16,4,2.31e-08,6.67e-15
346,346,6.888012e+01,153,159,40,36,36,36,0,0,144,169,163,0,0,0,9.4356e-15,9.632626e-07,9.633861e-07,1.627327e-04,1.521550e-04,9.0541e-07,4.0756e-07,16,4,2.31e-08,6.67e-15
347,347,5.968948e+01,161,159,33,40,40,40,0,0,154,169,163,0,0,0,7.8926e-15,5.278711e-07,5.283365e-07,3.899057e-05,2.421064e-04,5.2774e-07,1.2001e-06,16,4,2.31e-08,6.67e-15
348,348,2.462118e+01,167,163,44,46,46,46,0,0,163,175,168,0,0,0,6.7701e-15,3.003501e-07,3.002002e-07,1.198913e-04,2.716456e-04,1.0916e-06,2.2325e-06,16,4,2.31e-08,6.67e-15
349,349,3.890661e+01,164,156,34,42,42,42,0,0,160,167,163,0,0,0,1.0739e-14,4.584745e-07,4.583679e-07,4.185442e-05,2.208359e-04,9.1128e-07,5.2173e-06,16,4,2.31e-08,6.67e-15
#
# ===== summary (350 solved steps, 0 skipped in diastole) =====
# guess                     iters   vs cold   0-iter
# cold                      56890      0.0%        0
# warm (prev u_e)           55667      2.1%        0
# F-evict-oldest(abs)       17594     69.1%       10
# F-evict-oldest(rel)       13173     76.8%        0
# F-restart-when-full       13173     76.8%        0
# F-evict-diverse           13173     76.8%        0
# SW-vmfit (Vm coeffs)        799     98.6%      259
# SW-Aopt (A-optimal)         804     98.6%      259
# physics c*Vm              54072      5.0%        0
# warm + SGS3(dVm)          58345     -2.6%        0
# warm + SGS12(dVm)         56558      0.6%        0
# SW-Aopt + dVm enrich        861     98.5%      259
# SW-Aopt phase-diverse       706     98.8%      301
# SW-Aopt 3x window           624     98.9%      331
# mean ||x*-x0||_A : SW-vmfit 5.9653e-01  SW-Aopt 4.7242e-01  (vmfit/Aopt 1.263)
# mean ||x*-x0||_A : F-old   9.6755e+00  F-rel   4.7258e-01  SW-Aopt 4.7242e-01
# churn: F-abs acc=350 rej=0 evict=334 | F-rel acc=4 rej=346 evict=0 | F-restart restarts=0
# mean ||u^{n-1}-P u^{n-1}||_A/||u^{n-1}||_A (0 = window really holds the last m solutions): F-old 0.099  F-rel 0.000
# final A-orthogonality loss: F-abs 2.309e-08  F-rel 6.669e-15
# eta<2e-02 predicts 0-iter (vs SW-Aopt): TP=259 FP=88 TN=3 FN=0  precision=0.746 recall=1.000
