step,t_ms,e0,e1,e2,e3,e4,e5,e6,e7
5357,53.5700,2.3411471750e-01,2.3218279455e-01,2.3021317670e-01,2.2807283922e-01,2.3019465598e-01,2.2847256619e-01,2.2671007624e-01,2.2478761767e-01
5358,53.5800,2.3416948352e-01,2.3223756057e-01,2.3026794272e-01,2.2812760524e-01,2.3024942201e-01,2.2852733221e-01,2.2676484226e-01,2.2484238369e-01
5359,53.5900,2.3422424954e-01,2.3229232659e-01,2.3032270874e-01,2.2818237126e-01,2.3030418803e-01,2.2858209823e-01,2.2681960829e-01,2.2489714971e-01
5360,53.6000,2.3427901556e-01,2.3234709261e-01,2.3037747476e-01,2.2823713728e-01,2.3035895405e-01,2.2863686425e-01,2.2687437431e-01,2.2495191573e-01
5361,53.6100,2.3433378158e-01,2.3240185863e-01,2.3043224078e-01,2.2829190330e-01,2.3041372007e-01,2.2869163027e-01,2.2692914033e-01,2.2500668175e-01
5362,53.6200,2.3438854760e-01,2.3245662465e-01,2.3048700680e-01,2.2834666932e-01,2.3046848609e-01,2.2874639629e-01,2.2698390635e-01,2.2506144777e-01
5363,53.6300,2.3444331363e-01,2.3251139067e-01,2.3054177282e-01,2.2840143535e-01,2.3052325211e-01,2.2880116231e-01,2.2703867237e-01,2.2511621379e-01
5364,53.6400,2.3449807965e-01,2.3256615670e-01,2.3059653884e-01,2.2845620137e-01,2.3057801813e-01,2.2885592833e-01,2.2709343839e-01,2.2517097981e-01
5365,53.6500,2.3455284567e-01,2.3262092272e-01,2.3065130486e-01,2.2851096739e-01,2.3063278415e-01,2.2891069436e-01,2.2714820441e-01,2.2522574583e-01
5366,53.6600,2.3460761169e-01,2.3267568874e-01,2.3070607089e-01,2.2856573341e-01,2.3068755017e-01,2.2896546038e-01,2.2720297043e-01,2.2528051185e-01
5367,53.6700,2.3466237771e-01,2.3273045476e-01,2.3076083691e-01,2.2862049943e-01,2.3074231619e-01,2.2902022640e-01,2.2725773645e-01,2.2533527787e-01
5368,53.6800,2.3471714373e-01,2.3278522078e-01,2.3081560293e-01,2.2867526545e-01,2.3079708221e-01,2.2907499242e-01,2.2731250247e-01,2.2539004389e-01
5369,53.6900,2.3477190975e-01,2.3283998680e-01,2.3087036895e-01,2.2873003147e-01,2.3085184823e-01,2.2912975844e-01,2.2736726849e-01,2.2544480991e-01
5370,53.7000,2.3482667577e-01,2.3289475282e-01,2.3092513497e-01,2.2878479749e-01,2.3090661425e-01,2.2918452446e-01,2.2742203451e-01,2.2549957593e-01
5371,53.7100,2.3488144179e-01,2.3294951884e-01,2.3097990099e-01,2.2883956351e-01,2.3096138028e-01,2.2923929048e-01,2.2747680053e-01,2.2555434195e-01
5372,53.7200,2.3493620781e-01,2.3300428487e-01,2.3103466701e-01,2.2889432953e-01,2.3101614630e-01,2.2929405650e-01,2.2753156655e-01,2.2560910797e-01
5373,53.7300,2.3499097384e-01,2.3305905089e-01,2.3108943303e-01,2.2894909555e-01,2.3107091232e-01,2.2934882252e-01,2.2758633257e-01,2.2566387400e-01
5374,53.7400,2.3504573986e-01,2.3311381691e-01,2.3114419905e-01,2.2900386158e-01,2.3112567834e-01,2.2940358854e-01,2.2764109859e-01,2.2571864002e-01
5375,53.7500,2.3510050588e-01,2.3316858293e-01,2.3119896507e-01,2.2905862760e-01,2.3118044436e-01,2.2945835456e-01,2.2769586461e-01,2.2577340604e-01
5376,53.7600,2.3515527190e-01,2.3322334895e-01,2.3125373110e-01,2.2911339362e-01,2.3123521038e-01,2.2951312058e-01,2.2775063063e-01,2.2582817206e-01
5377,53.7700,2.3521003792e-01,2.3327811497e-01,2.3130849712e-01,2.2916815964e-01,2.3128997640e-01,2.2956788661e-01,2.2780539666e-01,2.2588293808e-01
5378,53.7800,2.3526480394e-01,2.3333288099e-01,2.3136326314e-01,2.2922292566e-01,2.3134474242e-01,2.2962265263e-01,2.2786016268e-01,2.2593770410e-01
5379,53.7900,2.3531956996e-01,2.3338764701e-01,2.3141802916e-01,2.2927769168e-01,2.3139950844e-01,2.2967741865e-01,2.2791492870e-01,2.2599247012e-01
5380,53.8000,2.3537433598e-01,2.3344241303e-01,2.3147279518e-01,2.2933245770e-01,2.3145427446e-01,2.2973218467e-01,2.2796969472e-01,2.2604723614e-01
5381,53.8100,2.3542910200e-01,2.3349717906e-01,2.3152756120e-01,2.2938722372e-01,2.3150904048e-01,2.2978695069e-01,2.2802446074e-01,2.2610200216e-01
5382,53.8200,2.3548386802e-01,2.3355194508e-01,2.3158232722e-01,2.2944198974e-01,2.3156380650e-01,2.2984171671e-01,2.2807922676e-01,2.2615676818e-01
5383,53.8300,2.3553863404e-01,2.3360671110e-01,2.3163709324e-01,2.2949675576e-01,2.3161857252e-01,2.2989648273e-01,2.2813399278e-01,2.2621153420e-01
5384,53.8400,2.3559340007e-01,2.3366147712e-01,2.3169185926e-01,2.2955152179e-01,2.3167333855e-01,2.2995124875e-01,2.2818875880e-01,2.2626630022e-01
5385,53.8500,2.3564816609e-01,2.3371624314e-01,2.3174662529e-01,2.2960628781e-01,2.3172810457e-01,2.3000601477e-01,2.2824352482e-01,2.2632106624e-01
5386,53.8600,2.3570293211e-01,2.3377100916e-01,2.3180139131e-01,2.2966105383e-01,2.3178287059e-01,2.3006078079e-01,2.2829829084e-01,2.2637583226e-01
5387,53.8700,2.3575769813e-01,2.3382577518e-01,2.3185615733e-01,2.2971581985e-01,2.3183763661e-01,2.3011554681e-01,2.2835305686e-01,2.2643059828e-01
5388,53.8800,2.3581246415e-01,2.3388054120e-01,2.3191092335e-01,2.2977058587e-01,2.3189240263e-01,2.3017031283e-01,2.2840782288e-01,2.2648536430e-01
5389,53.8900,2.3586723017e-01,2.3393530723e-01,2.3196568937e-01,2.2982535189e-01,2.3194716865e-01,2.3022507886e-01,2.2846258890e-01,2.2654013032e-01
5390,53.9000,2.3592199619e-01,2.3399007325e-01,2.3202045539e-01,2.2988011791e-01,2.3200193467e-01,2.3027984488e-01,2.2851735492e-01,2.2659489635e-01
5391,53.9100,2.3597676221e-01,2.3404483927e-01,2.3207522141e-01,2.2993488393e-01,2.3205670069e-01,2.3033461090e-01,2.2857212094e-01,2.2664966237e-01
5392,53.9200,2.3603152823e-01,2.3409960529e-01,2.3212998743e-01,2.2998964995e-01,2.3211146671e-01,2.3038937692e-01,2.2862688696e-01,2.2670442839e-01
5393,53.9300,2.3608629425e-01,2.3415437131e-01,2.3218475345e-01,2.3004441597e-01,2.3216623273e-01,2.3044414294e-01,2.2868165298e-01,2.2675919441e-01
5394,53.9400,2.3614106028e-01,2.3420913733e-01,2.3223951947e-01,2.3009918199e-01,2.3222099875e-01,2.3049890896e-01,2.2873641900e-01,2.2681396043e-01
5395,53.9500,2.3619582630e-01,2.3426390335e-01,2.3229428550e-01,2.3015394802e-01,2.3227576477e-01,2.3055367498e-01,2.2879118503e-01,2.2686872645e-01
5396,53.9600,2.3625059232e-01,2.3431866937e-01,2.3234905152e-01,2.3020871404e-01,2.3233053079e-01,2.3060844100e-01,2.2884595105e-01,2.2692349247e-01
5397,53.9700,2.3630535834e-01,2.3437343540e-01,2.3240381754e-01,2.3026348006e-01,2.3238529682e-01,2.3066320702e-01,2.2890071707e-01,2.2697825849e-01
5398,53.9800,2.3636012436e-01,2.3442820142e-01,2.3245858356e-01,2.3031824608e-01,2.3244006284e-01,2.3071797304e-01,2.2895548309e-01,2.2703302451e-01
5399,53.9900,2.3641489038e-01,2.3448296744e-01,2.3251334958e-01,2.3037301210e-01,2.3249482886e-01,2.3077273906e-01,2.2901024911e-01,2.2708779053e-01
5400,54.0000,2.3646965640e-01,2.3453773346e-01,2.3256811560e-01,2.3042777812e-01,2.3254959488e-01,2.3082750509e-01,2.2906501513e-01,2.2714255655e-01
5401,54.0100,2.3652442242e-01,2.3459249948e-01,2.3262288162e-01,2.3048254414e-01,2.3260436090e-01,2.3088227111e-01,2.2911978115e-01,2.2719732257e-01
5402,54.0200,2.3657918844e-01,2.3464726550e-01,2.3267764764e-01,2.3053731016e-01,2.3265912692e-01,2.3093703713e-01,2.2917454717e-01,2.2725208859e-01
5403,54.0300,2.3663395446e-01,2.3470203152e-01,2.3273241366e-01,2.3059207618e-01,2.3271389294e-01,2.3099180315e-01,2.2922931319e-01,2.2730685461e-01
5404,54.0400,2.3668872048e-01,2.3475679754e-01,2.3278717968e-01,2.3064684220e-01,2.3276865896e-01,2.3104656917e-01,2.2928407921e-01,2.2736162063e-01
5405,54.0500,2.3674348651e-01,2.3481156356e-01,2.3284194571e-01,2.3070160823e-01,2.3282342498e-01,2.3110133519e-01,2.2933884523e-01,2.2741638665e-01
5406,54.0600,2.3679825253e-01,2.3486632959e-01,2.3289671173e-01,2.3075637425e-01,2.3287819100e-01,2.3115610121e-01,2.2939361125e-01,2.2747115267e-01
5407,54.0700,2.3685301855e-01,2.3492109561e-01,2.3295147775e-01,2.3081114027e-01,2.3293295702e-01,2.3121086723e-01,2.2944837727e-01,2.2752591869e-01
5408,54.0800,2.3690778457e-01,2.3497586163e-01,2.3300624377e-01,2.3086590629e-01,2.3298772304e-01,2.3126563325e-01,2.2950314329e-01,2.2758068472e-01
5409,54.0900,2.3696255059e-01,2.3503062765e-01,2.3306100979e-01,2.3092067231e-01,2.3304248906e-01,2.3132039927e-01,2.2955790931e-01,2.2763545074e-01
5410,54.1000,2.3701731661e-01,2.3508539367e-01,2.3311577581e-01,2.3097543833e-01,2.3309725509e-01,2.3137516529e-01,2.2961267533e-01,2.2769021676e-01
5411,54.1100,2.3707208263e-01,2.3514015969e-01,2.3317054183e-01,2.3103020435e-01,2.3315202111e-01,2.3142993131e-01,2.2966744135e-01,2.2774498278e-01
5412,54.1200,2.3712684865e-01,2.3519492571e-01,2.3322530785e-01,2.3108497037e-01,2.3320678713e-01,2.3148469734e-01,2.2972220737e-01,2.2779974880e-01
5413,54.1300,2.3718161467e-01,2.3524969173e-01,2.3328007387e-01,2.3113973639e-01,2.3326155315e-01,2.3153946336e-01,2.2977697340e-01,2.2785451482e-01
5414,54.1400,2.3723638069e-01,2.3530445776e-01,2.3333483989e-01,2.3119450241e-01,2.3331631917e-01,2.3159422938e-01,2.2983173942e-01,2.2790928084e-01
5415,54.1500,2.3729114672e-01,2.3535922378e-01,2.3338960592e-01,2.3124926843e-01,2.3337108519e-01,2.3164899540e-01,2.2988650544e-01,2.2796404686e-01
5416,54.1600,2.3734591274e-01,2.3541398980e-01,2.3344437194e-01,2.3130403446e-01,2.3342585121e-01,2.3170376142e-01,2.2994127146e-01,2.2801881288e-01
5417,54.1700,2.3740067876e-01,2.3546875582e-01,2.3349913796e-01,2.3135880048e-01,2.3348061723e-01,2.3175852744e-01,2.2999603748e-01,2.2807357890e-01
5418,54.1800,2.3745544478e-01,2.3552352184e-01,2.3355390398e-01,2.3141356650e-01,2.3353538325e-01,2.3181329346e-01,2.3005080350e-01,2.2812834492e-01
5419,54.1900,2.3751021080e-01,2.3557828786e-01,2.3360867000e-01,2.3146833252e-01,2.3359014927e-01,2.3186805948e-01,2.3010556952e-01,2.2818311094e-01
5420,54.2000,2.3756497682e-01,2.3563305388e-01,2.3366343602e-01,2.3152309854e-01,2.3364491529e-01,2.3192282550e-01,2.3016033554e-01,2.2823787696e-01
5421,54.2100,2.3761974284e-01,2.3568781990e-01,2.3371820204e-01,2.3157786456e-01,2.3369968131e-01,2.3197759152e-01,2.3021510156e-01,2.2829264298e-01
5422,54.2200,2.3767450886e-01,2.3574258592e-01,2.3377296806e-01,2.3163263058e-01,2.3375444733e-01,2.3203235754e-01,2.3026986758e-01,2.2834740900e-01
5423,54.2300,2.3772927488e-01,2.3579735195e-01,2.3382773408e-01,2.3168739660e-01,2.3380921336e-01,2.3208712356e-01,2.3032463360e-01,2.2840217502e-01
5424,54.2400,2.3778404090e-01,2.3585211797e-01,2.3388250010e-01,2.3174216262e-01,2.3386397938e-01,2.3214188959e-01,2.3037939962e-01,2.2845694104e-01
5425,54.2500,2.3783880693e-01,2.3590688399e-01,2.3393726613e-01,2.3179692864e-01,2.3391874540e-01,2.3219665561e-01,2.3043416564e-01,2.2851170707e-01
5426,54.2600,2.3789357295e-01,2.3596165001e-01,2.3399203215e-01,2.3185169467e-01,2.3397351142e-01,2.3225142163e-01,2.3048893166e-01,2.2856647309e-01
5427,54.2700,2.3794833897e-01,2.3601641603e-01,2.3404679817e-01,2.3190646069e-01,2.3402827744e-01,2.3230618765e-01,2.3054369768e-01,2.2862123911e-01
5428,54.2800,2.3800310499e-01,2.3607118205e-01,2.3410156419e-01,2.3196122671e-01,2.3408304346e-01,2.3236095367e-01,2.3059846370e-01,2.2867600513e-01
5429,54.2900,2.3805787101e-01,2.3612594807e-01,2.3415633021e-01,2.3201599273e-01,2.3413780948e-01,2.3241571969e-01,2.3065322972e-01,2.2873077115e-01
5430,54.3000,2.3811263703e-01,2.3618071409e-01,2.3421109623e-01,2.3207075875e-01,2.3419257550e-01,2.3247048571e-01,2.3070799574e-01,2.2878553717e-01
5431,54.3100,2.3816740305e-01,2.3623548012e-01,2.3426586225e-01,2.3212552477e-01,2.3424734152e-01,2.3252525173e-01,2.3076276176e-01,2.2884030319e-01
5432,54.3200,2.3822216907e-01,2.3629024614e-01,2.3432062827e-01,2.3218029079e-01,2.3430210754e-01,2.3258001775e-01,2.3081752779e-01,2.2889506921e-01
5433,54.3300,2.3827693509e-01,2.3634501216e-01,2.3437539429e-01,2.3223505681e-01,2.3435687356e-01,2.3263478377e-01,2.3087229381e-01,2.2894983523e-01
5434,54.3400,2.3833170111e-01,2.3639977818e-01,2.3443016031e-01,2.3228982283e-01,2.3441163958e-01,2.3268954979e-01,2.3092705983e-01,2.2900460125e-01
5435,54.3500,2.3838646713e-01,2.3645454420e-01,2.3448492634e-01,2.3234458885e-01,2.3446640560e-01,2.3274431581e-01,2.3098182585e-01,2.2905936727e-01
5436,54.3600,2.3844123316e-01,2.3650931022e-01,2.3453969236e-01,2.3239935487e-01,2.3452117163e-01,2.3279908184e-01,2.3103659187e-01,2.2911413329e-01
5437,54.3700,2.3849599918e-01,2.3656407624e-01,2.3459445838e-01,2.3245412090e-01,2.3457593765e-01,2.3285384786e-01,2.3109135789e-01,2.2916889931e-01
5438,54.3800,2.3855076520e-01,2.3661884226e-01,2.3464922440e-01,2.3250888692e-01,2.3463070367e-01,2.3290861388e-01,2.3114612391e-01,2.2922366533e-01
5439,54.3900,2.3860553122e-01,2.3667360829e-01,2.3470399042e-01,2.3256365294e-01,2.3468546969e-01,2.3296337990e-01,2.3120088993e-01,2.2927843135e-01
5440,54.4000,2.3866029724e-01,2.3672837431e-01,2.3475875644e-01,2.3261841896e-01,2.3474023571e-01,2.3301814592e-01,2.3125565595e-01,2.2933319737e-01
5441,54.4100,2.3871506326e-01,2.3678314033e-01,2.3481352246e-01,2.3267318498e-01,2.3479500173e-01,2.3307291194e-01,2.3131042197e-01,2.2938796339e-01
5442,54.4200,2.3876982928e-01,2.3683790635e-01,2.3486828848e-01,2.3272795100e-01,2.3484976775e-01,2.3312767796e-01,2.3136518799e-01,2.2944272942e-01
5443,54.4300,2.3882459530e-01,2.3689267237e-01,2.3492305450e-01,2.3278271702e-01,2.3490453377e-01,2.3318244398e-01,2.3141995401e-01,2.2949749544e-01
5444,54.4400,2.3887936132e-01,2.3694743839e-01,2.3497782053e-01,2.3283748304e-01,2.3495929979e-01,2.3323721000e-01,2.3147472003e-01,2.2955226146e-01
5445,54.4500,2.3893412734e-01,2.3700220441e-01,2.3503258655e-01,2.3289224906e-01,2.3501406581e-01,2.3329197602e-01,2.3152948605e-01,2.2960702748e-01
5446,54.4600,2.3898889337e-01,2.3705697043e-01,2.3508735257e-01,2.3294701508e-01,2.3506883183e-01,2.3334674204e-01,2.3158425207e-01,2.2966179350e-01
5447,54.4700,2.3904365939e-01,2.3711173645e-01,2.3514211859e-01,2.3300178111e-01,2.3512359785e-01,2.3340150806e-01,2.3163901809e-01,2.2971655952e-01
5448,54.4800,2.3909842541e-01,2.3716650248e-01,2.3519688461e-01,2.3305654713e-01,2.3517836387e-01,2.3345627409e-01,2.3169378411e-01,2.2977132554e-01
5449,54.4900,2.3915319143e-01,2.3722126850e-01,2.3525165063e-01,2.3311131315e-01,2.3523312990e-01,2.3351104011e-01,2.3174855013e-01,2.2982609156e-01
5450,54.5000,2.3920795745e-01,2.3727603452e-01,2.3530641665e-01,2.3316607917e-01,2.3528789592e-01,2.3356580613e-01,2.3180331616e-01,2.2988085758e-01
5451,54.5100,2.3926272347e-01,2.3733080054e-01,2.3536118267e-01,2.3322084519e-01,2.3534266194e-01,2.3362057215e-01,2.3185808218e-01,2.2993562360e-01
5452,54.5200,2.3931748949e-01,2.3738556656e-01,2.3541594869e-01,2.3327561121e-01,2.3539742796e-01,2.3367533817e-01,2.3191284820e-01,2.2999038962e-01
5453,54.5300,2.3937225551e-01,2.3744033258e-01,2.3547071471e-01,2.3333037723e-01,2.3545219398e-01,2.3373010419e-01,2.3196761422e-01,2.3004515564e-01
5454,54.5400,2.3942702153e-01,2.3749509860e-01,2.3552548074e-01,2.3338514325e-01,2.3550696000e-01,2.3378487021e-01,2.3202238024e-01,2.3009992166e-01
5455,54.5500,2.3948178755e-01,2.3754986462e-01,2.3558024676e-01,2.3343990927e-01,2.3556172602e-01,2.3383963623e-01,2.3207714626e-01,2.3015468768e-01
5456,54.5600,2.3953655357e-01,2.3760463065e-01,2.3563501278e-01,2.3349467529e-01,2.3561649204e-01,2.3389440225e-01,2.3213191228e-01,2.3020945370e-01
5457,54.5700,2.3959131960e-01,2.3765939667e-01,2.3568977880e-01,2.3354944131e-01,2.3567125806e-01,2.3394916827e-01,2.3218667830e-01,2.3026421972e-01
5458,54.5800,2.3964608562e-01,2.3771416269e-01,2.3574454482e-01,2.3360420734e-01,2.3572602408e-01,2.3400393429e-01,2.3224144432e-01,2.3031898574e-01
5459,54.5900,2.3970085164e-01,2.3776892871e-01,2.3579931084e-01,2.3365897336e-01,2.3578079010e-01,2.3405870032e-01,2.3229621034e-01,2.3037375177e-01
5460,54.6000,2.3975561766e-01,2.3782369473e-01,2.3585407686e-01,2.3371373938e-01,2.3583555612e-01,2.3411346634e-01,2.3235097636e-01,2.3042851779e-01
5461,54.6100,2.3981038368e-01,2.3787846075e-01,2.3590884288e-01,2.3376850540e-01,2.3589032214e-01,2.3416823236e-01,2.3240574238e-01,2.3048328381e-01
5462,54.6200,2.3986514970e-01,2.3793322677e-01,2.3596360890e-01,2.3382327142e-01,2.3594508817e-01,2.3422299838e-01,2.3246050840e-01,2.3053804983e-01
5463,54.6300,2.3991991572e-01,2.3798799279e-01,2.3601837492e-01,2.3387803744e-01,2.3599985419e-01,2.3427776440e-01,2.3251527442e-01,2.3059281585e-01
5464,54.6400,2.3997468174e-01,2.3804275882e-01,2.3607314095e-01,2.3393280346e-01,2.3605462021e-01,2.3433253042e-01,2.3257004044e-01,2.3064758187e-01
5465,54.6500,2.4002944776e-01,2.3809752484e-01,2.3612790697e-01,2.3398756948e-01,2.3610938623e-01,2.3438729644e-01,2.3262480646e-01,2.3070234789e-01
5466,54.6600,2.4008421378e-01,2.3815229086e-01,2.3618267299e-01,2.3404233550e-01,2.3616415225e-01,2.3444206246e-01,2.3267957248e-01,2.3075711391e-01
5467,54.6700,2.4013897981e-01,2.3820705688e-01,2.3623743901e-01,2.3409710152e-01,2.3621891827e-01,2.3449682848e-01,2.3273433850e-01,2.3081187993e-01
5468,54.6800,2.4019374583e-01,2.3826182290e-01,2.3629220503e-01,2.3415186755e-01,2.3627368429e-01,2.3455159450e-01,2.3278910453e-01,2.3086664595e-01
5469,54.6900,2.4024851185e-01,2.3831658892e-01,2.3634697105e-01,2.3420663357e-01,2.3632845031e-01,2.3460636052e-01,2.3284387055e-01,2.3092141197e-01
5470,54.7000,2.4030327787e-01,2.3837135494e-01,2.3640173707e-01,2.3426139959e-01,2.3638321633e-01,2.3466112654e-01,2.3289863657e-01,2.3097617799e-01
5471,54.7100,2.4035804389e-01,2.3842612096e-01,2.3645650309e-01,2.3431616561e-01,2.3643798235e-01,2.3471589257e-01,2.3295340259e-01,2.3103094401e-01
5472,54.7200,2.4041280991e-01,2.3848088698e-01,2.3651126911e-01,2.3437093163e-01,2.3649274837e-01,2.3477065859e-01,2.3300816861e-01,2.3108571003e-01
5473,54.7300,2.4046757593e-01,2.3853565301e-01,2.3656603513e-01,2.3442569765e-01,2.3654751439e-01,2.3482542461e-01,2.3306293463e-01,2.3114047605e-01
5474,54.7400,2.4052234195e-01,2.3859041903e-01,2.3662080116e-01,2.3448046367e-01,2.3660228041e-01,2.3488019063e-01,2.3311770065e-01,2.3119524207e-01
5475,54.7500,2.4057710797e-01,2.3864518505e-01,2.3667556718e-01,2.3453522969e-01,2.3665704644e-01,2.3493495665e-01,2.3317246667e-01,2.3125000809e-01
5476,54.7600,2.4063187399e-01,2.3869995107e-01,2.3673033320e-01,2.3458999571e-01,2.3671181246e-01,2.3498972267e-01,2.3322723269e-01,2.3130477412e-01
5477,54.7700,2.4068664001e-01,2.3875471709e-01,2.3678509922e-01,2.3464476173e-01,2.3676657848e-01,2.3504448869e-01,2.3328199871e-01,2.3135954014e-01
5478,54.7800,2.4074140604e-01,2.3880948311e-01,2.3683986524e-01,2.3469952775e-01,2.3682134450e-01,2.3509925471e-01,2.3333676473e-01,2.3141430616e-01
5479,54.7900,2.4079617206e-01,2.3886424913e-01,2.3689463126e-01,2.3475429378e-01,2.3687611052e-01,2.3515402073e-01,2.3339153075e-01,2.3146907218e-01
5480,54.8000,2.4085093808e-01,2.3891901515e-01,2.3694939728e-01,2.3480905980e-01,2.3693087654e-01,2.3520878675e-01,2.3344629677e-01,2.3152383820e-01
5481,54.8100,2.4090570410e-01,2.3897378118e-01,2.3700416330e-01,2.3486382582e-01,2.3698564256e-01,2.3526355277e-01,2.3350106279e-01,2.3157860422e-01
5482,54.8200,2.4096047012e-01,2.3902854720e-01,2.3705892932e-01,2.3491859184e-01,2.3704040858e-01,2.3531831879e-01,2.3355582881e-01,2.3163337024e-01
5483,54.8300,2.4101523614e-01,2.3908331322e-01,2.3711369534e-01,2.3497335786e-01,2.3709517460e-01,2.3537308482e-01,2.3361059483e-01,2.3168813626e-01
5484,54.8400,2.4107000216e-01,2.3913807924e-01,2.3716846137e-01,2.3502812388e-01,2.3714994062e-01,2.3542785084e-01,2.3366536085e-01,2.3174290228e-01
5485,54.8500,2.4112476818e-01,2.3919284526e-01,2.3722322739e-01,2.3508288990e-01,2.3720470664e-01,2.3548261686e-01,2.3372012687e-01,2.3179766830e-01
5486,54.8600,2.4117953420e-01,2.3924761128e-01,2.3727799341e-01,2.3513765592e-01,2.3725947266e-01,2.3553738288e-01,2.3377489289e-01,2.3185243432e-01
5487,54.8700,2.4123430022e-01,2.3930237730e-01,2.3733275943e-01,2.3519242194e-01,2.3731423868e-01,2.3559214890e-01,2.3382965892e-01,2.3190720034e-01
5488,54.8800,2.4128906625e-01,2.3935714332e-01,2.3738752545e-01,2.3524718796e-01,2.3736900471e-01,2.3564691492e-01,2.3388442494e-01,2.3196196636e-01
5489,54.8900,2.4134383227e-01,2.3941190934e-01,2.3744229147e-01,2.3530195398e-01,2.3742377073e-01,2.3570168094e-01,2.3393919096e-01,2.3201673238e-01
5490,54.9000,2.4139859829e-01,2.3946667537e-01,2.3749705749e-01,2.3535672001e-01,2.3747853675e-01,2.3575644696e-01,2.3399395698e-01,2.3207149840e-01
5491,54.9100,2.4145336431e-01,2.3952144139e-01,2.3755182351e-01,2.3541148603e-01,2.3753330277e-01,2.3581121298e-01,2.3404872300e-01,2.3212626442e-01
5492,54.9200,2.4150813033e-01,2.3957620741e-01,2.3760658953e-01,2.3546625205e-01,2.3758806879e-01,2.3586597900e-01,2.3410348902e-01,2.3218103044e-01
5493,54.9300,2.4156289635e-01,2.3963097343e-01,2.3766135555e-01,2.3552101807e-01,2.3764283481e-01,2.3592074502e-01,2.3415825504e-01,2.3223579647e-01
5494,54.9400,2.4161766237e-01,2.3968573945e-01,2.3771612158e-01,2.3557578409e-01,2.3769760083e-01,2.3597551104e-01,2.3421302106e-01,2.3229056249e-01
5495,54.9500,2.4167242839e-01,2.3974050547e-01,2.3777088760e-01,2.3563055011e-01,2.3775236685e-01,2.3603027707e-01,2.3426778708e-01,2.3234532851e-01
5496,54.9600,2.4172719441e-01,2.3979527149e-01,2.3782565362e-01,2.3568531613e-01,2.3780713287e-01,2.3608504309e-01,2.3432255310e-01,2.3240009453e-01
5497,54.9700,2.4178196043e-01,2.3985003751e-01,2.3788041964e-01,2.3574008215e-01,2.3786189889e-01,2.3613980911e-01,2.3437731912e-01,2.3245486055e-01
5498,54.9800,2.4183672645e-01,2.3990480354e-01,2.3793518566e-01,2.3579484817e-01,2.3791666491e-01,2.3619457513e-01,2.3443208514e-01,2.3250962657e-01
5499,54.9900,2.4189149248e-01,2.3995956956e-01,2.3798995168e-01,2.3584961419e-01,2.3797143093e-01,2.3624934115e-01,2.3448685116e-01,2.3256439259e-01
5500,55.0000,2.4194625850e-01,2.4001433558e-01,2.3804471770e-01,2.3590438022e-01,2.3802619695e-01,2.3630410717e-01,2.3454161718e-01,2.3261915861e-01
5501,55.0100,2.4200102452e-01,2.4006910160e-01,2.3809948372e-01,2.3595914624e-01,2.3808096298e-01,2.3635887319e-01,2.3459638320e-01,2.3267392463e-01
